# Created by: riboviz
# Date: 2025-10-03 22:20:13.573746
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
YAL044W-A	1170	139	509	2.32627954143956e-18	1.97786321645655e-09	4.04428298915597e-25
YAL044C	9125	924	3736	7.50847148504163e-29	3.12863512939445e-18	1.85474145184808e-44
YAL043C	2027	232	825	8.51407785582078e-89	4.06920296769292e-40	8.34356839023866e-122
YAL042W	5989	617	2292	4.56891602364159e-62	4.44629342400084e-34	7.49891610172639e-92
YAL041W	1932	213	936	1.47416092113703e-97	4.45676532114115e-35	2.18920644989397e-122
YAL040C	515	62	255	1.79874257801658e-42	6.77703429017545e-13	8.45556820069143e-49
YAL039C	1008	109	393	7.74810184122818e-35	2.95144285207344e-18	1.10781052710234e-49
YAL038W	224660	40440	115921	7.60009128941435e-84	4.87260983747612e-60	1.22118256177303e-140
YAL037C-A	0	0	0	1	1	1
YAL037W	28	1	8	1.44752114387253e-06	0.000449239892524517	7.75143679253843e-09
YAL036C	5240	588	2309	1.80818640413416e-59	5.04456033718051e-28	2.44125073936482e-82
YAL035W	31761	3246	14008	2.49360023984266e-162	1.1776756889223e-93	7.20550801556002e-249
YAL034W-A	356	38	195	8.43795955226429e-25	1.88281682283246e-06	4.64389701222075e-26
YAL034C	92	11	34	3.00656775251693e-12	3.08937119912776e-06	3.7936967161989e-16
YAL033W	801	85	400	7.53312668087886e-26	4.89666864964992e-10	5.68004210210021e-32
YAL032C	645	69	273	1.09200994796348e-39	2.31583694273085e-17	1.26820908358905e-52
YAL031C	727	67	351	2.48830487437614e-56	5.82345444708106e-17	3.4100401720544e-65
YAL030W	1407	132	520	4.05007250962683e-20	2.5455452296102e-11	7.21385576295341e-29
YAL029C	2537	288	1071	3.81794508202947e-147	3.15560972892045e-63	3.59262678074501e-199
YAL028W	128	12	45	7.32996947654955e-18	7.73431351107012e-10	3.45119491758092e-25
YAL027W	287	38	163	2.93510631787487e-22	9.91319243625505e-07	1.30695320556874e-24
YAL026C	3639	444	1532	2.86125190739536e-157	4.75630967496136e-74	4.08924729374966e-221
YAL025C	3430	367	1404	5.52651158109569e-50	4.92159323971457e-26	6.51212748733936e-72
YAL024C	914	126	438	1.04289700252397e-78	8.03712309411973e-26	6.19227746722963e-95
YAL023C	13228	1533	6171	6.9950802520716e-119	1.19090318811262e-59	4.2617214402792e-171
YAL022C	1639	169	645	2.45956446908322e-63	7.65817533232266e-30	8.09568997750102e-88
YAL021C	4333	468	1808	8.13282952759389e-116	2.41055973155616e-56	1.75967669739449e-164
YAL020C	363	90	140	1.71862200004919e-20	1.65317058816012e-13	1.05536736188469e-31
YAL019W	3447	353	1492	4.50926134828276e-137	4.78956012926365e-58	2.66277365831459e-184
YAL018C	2	1	0	0.386414996342224	0.17288929307558	0.191934191495911
YAL017W	2295	281	1030	3.87592993237752e-133	6.86428728690726e-52	3.7361046176026e-173
YAL016W	8018	813	3265	1.7094252389355e-99	1.20338321332259e-60	1.9219282156904e-155
YAL015C	436	37	225	3.80497182539695e-36	2.07217922155356e-13	1.27780382777508e-44
YAL014C	611	89	286	1.94346091545823e-26	8.39200058588426e-12	9.77748370757031e-35
YAL013W	1339	158	601	1.26186854252123e-48	7.56651377666115e-22	1.23104574287177e-65
YAL012W	29637	3250	12359	4.38741320762688e-65	9.05024797068551e-45	1.04185004273963e-106
YAL011W	506	59	276	2.52235668161115e-40	1.1693620109114e-09	2.41361025442166e-42
YAL010C	452	52	209	2.74305411176526e-35	4.04315006838611e-13	1.49115566897859e-43
YAL009W	403	50	197	2.0213076246114e-23	7.11440495909374e-08	3.95155706797559e-27
YAL008W	1547	166	642	6.38975159305833e-32	4.74115673873807e-18	6.15207859263443e-47
YAL007C	3516	359	1604	1.37207069562798e-35	3.06753423573136e-19	1.69454795969935e-51
YAL005C	189792	27555	87882	1.0340204704923e-105	5.6954838334078e-74	5.79056958521007e-176
YAL003W	61731	8174	26441	6.08711269346699e-36	8.71737075624895e-26	3.02005124351608e-59
YAL002W	628	72	265	9.35088479814488e-61	1.27447363629747e-23	8.76240292079029e-78
YAL001C	1767	186	772	4.37642610067476e-115	5.47942922086716e-48	1.97488815249408e-153
YAR002W	3363	381	1582	1.0267625469664e-79	3.1934898640277e-35	3.85440884170335e-108
YAR002C-A	5982	704	2500	2.94204100363248e-37	3.51457678429147e-22	2.20035663095225e-56
YAR003W	584	61	244	1.88110053445113e-37	1.76436824549305e-13	9.65068004530569e-46
YAR007C	5229	565	2262	1.59471580711794e-93	3.18056859723718e-47	1.65062879277034e-134
YAR008W	587	63	233	3.95443055242171e-31	3.47159383595819e-14	1.37450390392383e-41
YAR014C	2501	283	1010	5.33030500247642e-94	5.66336454475028e-44	6.14416754964708e-131
YAR015W	6830	755	2794	4.16578308844485e-51	3.81854228718827e-31	7.20648659775238e-79
YAR018C	634	86	258	3.27008293622306e-40	2.74963540726596e-18	3.19897438301904e-54
YAR019C	429	34	175	1.47510889714945e-45	1.61180919777114e-16	3.11923873049487e-56
YAR020C	9	1	4	0.0152724249882376	0.0599069071027719	0.00427700927755369
YAR023C	11	0	5	0.000544673484399792	0.0457402501229215	0.000230011274274634
YAR027W	1389	150	596	1.82736295702244e-35	3.24305531668266e-19	2.31420302772393e-51
YAR028W	696	68	293	7.645628205825e-30	2.14562164275051e-13	1.55097246526517e-39
YAR029W	8	2	3	0.0328936157942276	0.0725161267893411	0.00986468660632697
YAR031W	550	57	195	3.69017497185315e-27	2.16498618200988e-15	1.04687812168384e-39
YAR033W	396	58	167	4.40078234856819e-23	3.20756959756567e-10	5.40279539440519e-30
YAR035W	92	10	25	4.89055215527212e-12	3.86459851723843e-08	3.50623826007295e-18
YAR035C-A	0	0	0	1	1	1
YAR042W	2677	290	1063	2.11705625436593e-128	1.32022928490348e-60	2.63237363319381e-180
YAR050W	9	4	9	0.127754410147014	0.516749077526918	0.219366486037327
YAR064W	0	0	0	1	1	1
YAR066W	457	46	188	1.30200396375888e-24	3.04889182312054e-12	8.9333360781285e-34
YAR068W	5	27	69	0.997185644323729	0.999844535903601	0.99999672145445
YAR071W	23763	2707	10618	1.11389564538392e-77	9.87261941573751e-47	3.31583055975606e-120
YBL113C	5	0	5	0.0444865058509067	0.525574617128654	0.123571911568346
YBL112C	0	0	0	1	1	1
YBL111C	68	17	18	3.60603292173174e-05	0.000364634082298854	1.02098692507345e-07
YBL108C-A	0	0	0	1	1	1
YBL107C	565	239	237	8.14165229937787e-14	8.8368639608782e-11	1.15272360348218e-22
YBL106C	688	89	261	3.53907553363802e-61	1.5252584184774e-28	2.0818475640001e-84
YBL105C	2384	273	1117	1.36842883158547e-120	1.25788867889645e-40	4.28151359923487e-148
YBL104C	985	119	463	5.04806383534673e-74	5.15817333307744e-27	7.02948924028046e-93
YBL103C	884	104	417	4.4997226992125e-50	9.75715022515272e-19	8.76714301489248e-63
YBL102W	1643	205	774	7.79985623675369e-31	2.03330810266362e-14	1.23301376822028e-41
YBL101C	1534	158	652	1.29876815417514e-96	6.76880949039702e-42	1.65060010970708e-130
YBL100W-C	4	0	0	0.0359303191129258	0.0359303191129258	0.00545474918213465
YBL099W	23501	2443	9278	3.13943132962424e-90	1.15657336142252e-59	4.82056790942029e-146
YBL098W	1180	119	551	1.60614240656856e-55	5.09350695918734e-21	3.70341122885201e-70
YBL097W	1164	141	517	7.4408787890321e-75	1.27059709635164e-31	1.40735526371025e-99
YBL095W	209	16	83	1.61061772432483e-20	1.36968873280449e-07	1.68580651771169e-24
YBL093C	1536	171	666	4.84683346692305e-33	1.87388025705296e-15	9.4386913787223e-45
YBL092W	45922	7543	20329	4.98360241479326e-23	6.79956228671128e-19	7.32109197993023e-40
YBL091C-A	534	82	226	1.0633730752305e-22	1.26637088243339e-10	3.4423083662086e-30
YBL091C	6230	754	2610	2.79120197558577e-69	6.00797619823643e-39	7.94964321597358e-104
YBL090W	1211	123	576	2.91416895519594e-28	5.48207557463163e-12	1.87160063753638e-36
YBL089W	675	98	292	8.34524552462019e-35	1.70911923857125e-14	5.61375507377436e-45
YBL088C	381	52	160	3.85039389046128e-48	8.2332928077409e-19	2.43708998118444e-61
YBL087C	28970	4309	15092	1.89985139975833e-24	8.72533370847308e-15	1.20023984251561e-36
YBL086C	740	94	353	1.12859170609216e-45	3.3340695186613e-16	6.76714364532472e-56
YBL085W	2190	253	1039	3.70229849453893e-109	1.17107223117538e-41	2.09565423963935e-140
YBL084C	552	60	272	2.43284748893597e-48	4.27346759146667e-14	5.51999565097024e-55
YBL082C	1202	145	494	9.11435168112832e-50	5.67814189015177e-24	3.16806768330466e-69
YBL081W	905	113	426	3.4753541581461e-36	1.17168631496744e-14	2.65253905081814e-46
YBL080C	378	42	172	3.55820390505397e-37	8.7871032716227e-13	1.42867842533477e-44
YBL079W	4367	496	1779	7.43808048481513e-175	5.62389894209786e-79	6.21569456653654e-242
YBL078C	516	52	222	1.6182618152396e-17	4.24894245121847e-07	1.72941944473104e-21
YBL076C	39015	4226	16447	3.6971412902515e-174	5.62389969372282e-108	9.06520329432357e-276
YBL075C	24	2	7	1.71777208716544e-05	0.00160066039945624	2.67198737924733e-07
YBL074C	551	76	220	1.26548826198813e-33	3.73191628749868e-15	7.3847092536262e-45
YBL072C	63273	10310	31160	7.67842319585628e-35	1.00165369169838e-25	3.61191883371418e-58
YBL071C-B	5	0	4	0.0867840832779608	0.426961649643533	0.13732001537764
YBL071W-A	1150	131	443	5.75098341127045e-15	5.01621782313751e-10	6.89280701865249e-23
YBL069W	1804	203	810	1.37595004076945e-59	6.8037657084648e-24	3.35812696753134e-77
YBL068W	2393	271	1070	7.41422350533968e-50	8.33496065989796e-26	1.57460977804135e-71
YBL067C	1314	147	596	3.36190538416894e-71	1.87180629878149e-31	2.31734320849711e-96
YBL066C	466	70	218	6.04065868945647e-45	4.05918627130684e-18	7.27291370551854e-58
YBL064C	2755	321	1177	9.62778152200569e-40	8.72919478086513e-19	1.87445454429694e-54
YBL063W	828	106	368	1.68921979531326e-71	1.6887343381281e-28	8.06912179783138e-93
YBL061C	2274	246	1067	5.96729686172321e-88	1.02059731096123e-38	2.39030849806331e-119
YBL060W	588	76	253	5.83360186223593e-49	3.40117768773227e-18	3.55513121279671e-61
YBL059C-A	920	92	394	6.63574986338149e-19	8.45719608844716e-09	8.60972170740868e-25
YBL059W	296	23	132	1.83001966595185e-18	1.26887143206595e-08	3.28365875184924e-24
YBL058W	6728	744	2901	1.09606242749313e-67	2.83570638932426e-39	8.14777744633826e-103
YBL057C	1322	134	759	4.43319192053788e-32	8.90202402218018e-10	2.00455171018909e-36
YBL056W	4676	472	2061	7.54331071810933e-75	8.81544701317338e-37	5.22380813976856e-106
YBL055C	949	102	371	2.05158658447944e-47	2.77795696019597e-22	3.56000552247347e-65
YBL054W	1293	155	566	5.90015712953147e-58	2.37270922860637e-24	1.81653568336498e-76
YBL052C	382	52	190	1.89257516681093e-39	1.12667837184032e-12	3.54391887554353e-46
YBL051C	4382	478	1751	4.31918827724574e-99	1.81976585791009e-51	2.31404009329621e-144
YBL050W	4468	507	2192	1.54162076953641e-47	6.12925089697129e-22	7.50486422230634e-65
YBL049W	23	7	13	0.00999661447773982	0.0842524661482875	0.00441238467767318
YBL047C	15221	1549	6695	2.26588612962121e-212	1.25378701759245e-110	0
YBL046W	1038	104	445	2.07938799406297e-54	1.78924130179591e-24	1.03520793202659e-73
YBL045C	4832	509	1972	1.39667863379111e-70	1.28819458326437e-40	6.60268962672439e-107
YBL044W	0	7	1	0.977249868051821	0.977249868051821	0.997661132509476
YBL043W	8	2	6	0.0476677126424996	0.332770929502338	0.0687655231402214
YBL042C	2777	315	1125	2.08227083466094e-81	1.10401493199531e-36	2.23633987364579e-111
YBL041W	7100	781	3182	6.65933222148619e-40	1.83693398846716e-21	7.781683640304e-58
YBL040C	2539	267	1283	4.94582719826682e-36	1.20444815759666e-17	5.97219291524829e-50
YBL039W-B	58	4	17	3.66569534162058e-07	0.000234309045636095	1.14781737266303e-09
YBL039C	14369	1503	6015	3.79881102129705e-95	7.07022109759142e-59	1.45078241612512e-149
YBL038W	1262	189	652	8.95696753046571e-34	1.47825055924216e-10	7.8640136611505e-39
YBL037W	1677	169	792	3.01763816073957e-100	4.10769829641556e-32	1.95466646320398e-120
YBL036C	3585	415	1631	1.75447774798208e-40	1.9721347899911e-20	4.32409454299167e-57
YBL035C	1616	172	701	5.14034074062427e-78	4.04372032719117e-34	2.39552593639723e-105
YBL034C	1588	185	647	1.14790088358839e-110	1.76542243510821e-44	2.60609565623767e-145
YBL033C	1849	182	683	9.30250141045376e-51	3.49802405719674e-27	6.03055772166607e-74
YBL032W	5989	596	2499	5.95883275741354e-59	2.53224765060383e-34	1.98900205033035e-89
YBL031W	296	66	141	1.86939065482673e-21	8.18076157083383e-10	3.75262410516295e-28
YBL030C	17883	1987	7669	4.39259773098196e-54	2.11993918140542e-31	8.84425647260153e-82
YBL029C-A	278	25	120	6.71545928265049e-13	9.4178615933044e-07	2.58016053284699e-17
YBL029W	94	14	49	4.97770799394173e-13	7.05323442790591e-05	5.21419269563498e-15
YBL028C	2718	313	1261	7.73460928670944e-19	1.67626925154164e-11	5.69734307976581e-28
YBL027W	61592	9457	28939	3.46784861903207e-33	4.99497741168706e-23	1.04431342725828e-53
YBL026W	2185	251	857	6.2871247583655e-17	8.79074017406301e-12	1.36376556753804e-26
YBL025W	449	46	198	8.68186957837267e-22	2.23891411857914e-10	3.94985350707127e-29
YBL024W	9723	1116	3872	2.0055595607123e-109	1.42092660610688e-68	2.67540127657793e-173
YBL023C	2873	317	1101	3.73187383226903e-104	3.92774623401526e-57	1.8808354995714e-155
YBL022C	8110	840	3479	9.05990443650083e-166	6.33403723649842e-79	2.92802002149589e-234
YBL021C	739	92	260	2.81789450454806e-22	3.25231551912249e-14	4.38791141193968e-34
YBL020W	1027	140	413	1.6971063211828e-58	3.28070912373948e-25	5.24004953706411e-78
YBL019W	285	39	114	3.92393594300551e-27	8.28434548882264e-13	1.4359721985674e-36
YBL018C	869	123	531	1.08939053967762e-19	2.41253776883153e-05	1.22850904716031e-20
YBL017C	9434	967	3779	1.6947491492456e-224	3.95722688755831e-111	0
YBL016W	1444	159	630	4.04843876239496e-45	5.0901862990425e-23	3.79156208677941e-64
YBL015W	1654	184	627	5.79256784464184e-60	1.53221831276113e-31	4.96173564701912e-87
YBL014C	433	53	183	1.71577405450278e-38	2.33250513747814e-17	1.22817180345784e-51
YBL013W	272	26	110	7.24685019962555e-27	1.79423862926752e-11	1.15713781853939e-34
YBL011W	2008	219	872	1.93644349818173e-87	1.97820089463594e-35	9.886564845487e-115
YBL010C	517	62	224	3.05655315462565e-30	8.57556197308703e-12	8.70728660095195e-38
YBL009W	1419	177	639	1.82988830997452e-73	1.18111244835005e-28	1.31600752806596e-94
YBL008W-A	9	2	6	0.0620574138055085	0.313499776013912	0.0762207852206788
YBL008W	963	114	454	2.07137357647027e-72	2.67969614722258e-26	1.22231731803465e-90
YBL007C	12679	1352	5864	1.88136441158374e-185	3.72781748119579e-81	1.83016198858307e-253
YBL006C	1263	180	507	1.99596842201283e-25	6.60388493104268e-17	6.46833924857752e-40
YBL005W	662	78	323	1.7555698171341e-58	3.05576234975364e-18	1.14877564186881e-68
YBL004W	8709	939	4059	0	5.33449102644643e-132	0
YBL003C	15033	2024	6533	3.56941829828756e-23	7.64376241407428e-14	1.89515054673147e-34
YBL002W	14210	1657	7794	1.08001470013611e-23	7.7507118953738e-09	1.14676307801685e-28
YBL001C	3184	340	1256	1.4016137735509e-18	1.79569501016947e-10	1.49778788297774e-26
YBR001C	1724	189	748	5.22299100471774e-83	7.83149385532216e-33	9.09135877617361e-108
YBR002C	907	117	425	1.38349091774703e-34	5.56624600106748e-16	1.09522991631901e-46
YBR003W	1066	161	481	1.20488679340849e-45	2.15686762761396e-20	2.3879921171767e-61
YBR004C	739	77	337	1.97799162454145e-43	6.72392493680139e-18	2.34259833194268e-56
YBR005W	284	36	128	5.71208313159652e-19	1.63717913720591e-09	9.94919342521709e-26
YBR006W	805	85	329	1.09885558407208e-49	4.03428203852489e-24	2.43605697242756e-69
YBR007C	687	73	297	7.90063092828599e-53	7.45791910323946e-21	8.75500546087793e-68
YBR008C	8	1	5	0.0117052980805584	0.21405533097043	0.0152664682931273
YBR009C	22929	3477	10455	4.58374940388964e-19	8.11447018086395e-13	1.17216399581982e-29
YBR010W	21760	2965	10966	1.81450315289731e-24	1.25941314853558e-14	1.75924142933394e-36
YBR011C	39741	5241	18078	6.21425328238471e-49	8.38194192400423e-30	2.05578918372174e-75
YBR013C	280	37	132	2.22341412757377e-14	5.59369475526914e-07	8.17748582637024e-19
YBR014C	2060	237	938	4.71597420285946e-34	7.81032551653385e-17	2.68791721966258e-47
YBR015C	5676	602	2420	4.60199170162489e-89	7.05249007942933e-49	1.17946221647713e-132
YBR016W	3447	483	1509	7.38343024584527e-22	3.11948252998167e-12	1.96473946485663e-31
YBR017C	6031	682	2654	2.17851413421797e-135	2.48496567469143e-68	1.23531357251601e-195
YBR018C	13	3	4	0.0100200663085183	0.0158500201288835	0.000779604094161141
YBR019C	9	10	6	0.601724176356118	0.228946190915508	0.365949759320401
YBR020W	3	0	0	0.0744573365893828	0.0744573365893828	0.0206134166685819
YBR021W	557	63	259	5.56375070925182e-46	1.58471072479406e-15	3.30587022795388e-55
YBR022W	838	109	373	1.32574653706964e-24	1.21118234690191e-11	4.96974895081203e-33
YBR023C	3383	407	1504	4.31934010169283e-137	4.99932012897416e-59	1.45647015402603e-185
YBR024W	619	74	293	1.61116593965862e-34	4.69824302847792e-13	7.3892187291055e-43
YBR025C	28583	3216	12800	1.39516458799247e-66	1.08310512697457e-42	9.61784793712178e-106
YBR026C	3134	375	1344	1.89633874919832e-57	3.24923606214525e-28	7.05351711503439e-81
YBR028C	1180	137	577	1.76490848602362e-59	1.68777537940015e-21	6.07123140139389e-74
YBR029C	2807	300	1214	1.47540739570418e-67	4.57864239773242e-34	1.54370563119838e-96
YBR030W	637	55	290	2.98375763601292e-49	3.74080901815235e-19	1.11195939097522e-62
YBR031W	96836	13137	46372	2.05211980045679e-60	1.03762600700645e-39	7.38002002612424e-97
YBR033W	17	7	9	0.016334464765366	0.0732356842597457	0.00558608555754707
YBR034C	4607	530	1864	1.16348783793134e-55	3.57504008094242e-32	4.68727319080254e-84
YBR035C	5159	555	2437	4.35073176406831e-38	4.95592785950347e-19	2.2746299499771e-53
YBR036C	3795	418	1725	1.41672607905676e-63	1.52573814730957e-28	2.12402910893784e-86
YBR037C	1051	121	433	9.32394416074873e-35	3.78345041418722e-16	4.88089538360487e-47
YBR038W	4208	493	1867	5.54138810106378e-127	1.44454594190915e-56	4.20341843127599e-174
YBR039W	6209	609	2784	9.93744310299961e-52	2.55605869404107e-29	2.64893086070099e-77
YBR040W	18	3	10	0.000988221349077795	0.0796950990925572	0.000729797520393764
YBR041W	2404	280	1018	1.03811910869177e-83	5.06239395601699e-37	1.04245316430391e-113
YBR042C	1079	124	521	1.53997625909893e-48	6.24346315750491e-21	2.09362842845561e-64
YBR043C	343	42	133	1.04392075697148e-32	3.63784689666504e-15	4.07136375669949e-44
YBR044C	420	45	195	6.70122928914914e-36	2.90222165253091e-14	1.47192921731239e-45
YBR045C	36	4	21	1.30337095161002e-06	0.0252721259038408	1.26470911414939e-06
YBR046C	2194	237	992	5.17458437949859e-51	4.92908462235471e-27	5.48842822607466e-74
YBR047W	272	29	107	8.25632478407307e-16	6.41167370476807e-06	1.42415514891081e-18
YBR048W	33784	5318	15510	6.64006072903509e-27	1.19824484963583e-18	3.52311765956874e-43
YBR049C	5998	569	2425	1.76097002675047e-122	5.77345799974581e-64	2.33856546297446e-179
YBR050C	84	10	22	3.27088243295514e-10	1.9457422377708e-06	1.15184656202089e-14
YBR052C	3703	451	1600	1.22867422802108e-34	4.09842973365776e-23	4.09327437943288e-55
YBR053C	2489	284	1137	6.61544573558895e-54	2.47737439070525e-22	1.41392583213437e-70
YBR054W	1609	194	665	3.92871926879679e-47	1.34434942826159e-21	4.34359319858406e-64
YBR055C	1119	137	487	9.5195927144404e-75	6.52641748267067e-30	2.76003899735086e-97
YBR056W	2314	275	1048	1.66280853227824e-68	7.94207044982987e-31	2.40758811363014e-93
YBR056W-A	42	2	31	1.82521747938331e-05	0.264476316422557	0.000383369896676265
YBR057C	869	79	381	3.53017085593299e-43	6.08174447321173e-18	3.28914820844516e-56
YBR058C	2893	319	1208	1.91170750122504e-103	3.78527992111927e-51	1.09773401697687e-147
YBR058C-A	2003	259	834	1.51603543017253e-14	1.46224005304699e-08	7.47234381229641e-21
YBR059C	4002	481	1797	1.49254887762981e-135	1.74535121992109e-59	7.18410099192975e-185
YBR060C	1005	194	493	1.96274100434188e-49	5.96845599759435e-18	3.19521717160125e-61
YBR061C	1963	208	698	2.12654075428488e-46	5.9872809714158e-28	4.71182291468258e-71
YBR062C	1076	133	449	4.24755335549209e-28	1.9011127808949e-14	2.19467355240743e-39
YBR063C	6	1	2	0.0363004697249787	0.0908324803700517	0.0134166135023609
YBR065C	588	81	273	8.50752213504195e-33	2.00711315296878e-14	2.95531928353703e-43
YBR066C	983	152	501	1.0532562552925e-28	7.34982494825654e-11	2.51166028124227e-35
YBR067C	7685	766	3154	3.79256969560141e-35	9.27032935169272e-20	9.89697368184141e-52
YBR068C	8872	987	4160	2.06838715083948e-94	7.35326092452311e-49	3.10542047449044e-137
YBR069C	7921	975	3318	2.99191291338474e-95	9.99195187500093e-49	8.60814809492337e-138
YBR070C	601	105	294	5.44110050580125e-27	2.28666810164445e-10	2.57880813919907e-33
YBR071W	1424	142	612	5.50240245214653e-32	3.96629736386712e-16	1.06384792581178e-44
YBR072W	1773	169	712	7.49339581954363e-34	5.73251847616639e-19	1.10680025860836e-49
YBR072C-A	1	1	1	0.681324055883031	0.681324055883031	0.747507462453077
YBR073W	2511	357	1107	8.79335052956965e-108	6.08608222821968e-46	7.82893451108496e-145
YBR074W	3685	484	1603	8.82510536437549e-124	3.59497213436771e-55	1.0734979692148e-169
YBR076W	10	2	0	0.0117566613920017	0.000952097521502195	7.32284094430323e-05
YBR077C	929	111	423	4.1690428678864e-25	7.38930814122008e-13	6.12276842143005e-35
YBR078W	47806	5870	21359	2.75491745065076e-72	1.53392432194202e-49	1.55805880293369e-118
YBR079C	19855	2148	8244	3.21618423885806e-154	7.94268897246323e-92	1.28785031375209e-239
YBR080C	6895	743	2774	7.36387873936354e-117	1.74054782587818e-66	1.82350097519415e-177
YBR081C	2055	224	833	2.15924321402281e-133	4.19480995000227e-62	2.42928209705141e-186
YBR082C	11710	1537	5239	6.01966375367503e-26	5.60482064649396e-15	3.55900439910068e-38
YBR083W	1966	254	868	2.32455255369819e-64	1.36148927772508e-29	2.31247672433927e-88
YBR084W	11965	1319	5244	3.73884478404141e-153	6.3991419062378e-82	4.01239451139903e-227
YBR084C-A	51171	7513	23778	3.20422806751682e-33	8.05627720139326e-23	1.64744927574859e-53
YBR085W	616	57	302	1.31941432449129e-36	5.93882362385317e-13	2.31679990353686e-44
YBR085C-A	2290	253	862	8.37311541536657e-16	3.06633951119566e-09	1.0037429032909e-22
YBR086C	6254	772	3038	2.1121224339521e-135	4.87334258281164e-60	1.9252238292376e-185
YBR087W	1482	197	687	9.77306911231304e-49	3.54789762022231e-23	2.20339346550272e-67
YBR088C	5960	632	2210	3.93066266961704e-44	4.28975806684545e-29	2.47268183262896e-70
YBR089C-A	2926	329	1505	2.79587313659568e-17	5.55110127339586e-08	1.94276168861588e-22
YBR090C	187	813	1551	0.999999875491159	0.999999995324596	0.999999999999994
YBR091C	710	86	289	8.72069942053967e-17	9.11837863260185e-09	5.3550485258934e-23
YBR092C	9906	1043	3995	1.67516404510844e-76	1.37015697808566e-46	5.30667145921801e-119
YBR093C	7232	709	2708	5.44934710521886e-74	1.83025922879223e-47	9.35214405215766e-118
YBR094W	2062	210	917	1.63057107124737e-90	1.79281886167813e-42	3.6375518251518e-126
YBR095C	881	98	374	4.20299796732405e-47	1.07214654932845e-19	1.18164671195934e-61
YBR096W	2594	320	1153	1.54281713231378e-37	1.07128813892889e-20	6.75825885319816e-55
YBR097W	1028	112	426	2.33599010594987e-87	1.39338943393485e-36	3.78577121565253e-116
YBR098W	339	54	179	9.04497398182314e-29	3.17093963627436e-09	4.01969080278192e-33
YBR101C	2759	311	1205	1.32434866812732e-47	1.58268697363621e-23	7.28876702882434e-67
YBR102C	1728	184	891	1.57729686432135e-84	5.44821926524093e-29	7.53052351116563e-104
YBR103W	1033	110	406	2.78835368557831e-60	3.13460073063192e-31	6.26147807837689e-87
YBR104W	1228	123	511	1.72871135133855e-42	3.76912727817867e-19	3.49168035210092e-57
YBR105C	676	73	261	2.42623821916384e-38	9.85620672732592e-18	5.55794758156382e-52
YBR106W	15250	1796	6410	8.05829194503639e-33	1.11522158161454e-20	9.38687339837907e-51
YBR107C	127	44	43	7.48500427643432e-08	4.84415840366111e-06	3.88755500421285e-12
YBR108W	1403	157	679	1.47772826132087e-86	9.0355177266464e-30	1.64911491902484e-106
YBR109C	8276	853	3199	1.12055733137827e-25	4.51263961947412e-17	2.52014442029102e-40
YBR110W	1394	177	696	2.98455121685494e-58	4.376191390424e-22	9.44423152416012e-74
YBR111C	3824	472	1464	7.81453554958827e-36	8.91824489234205e-22	1.14445566571304e-54
