# Created by: riboviz
# Date: 2026-03-12 09:20:50.820807
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
YAR027W	62	25	52	0.00024546419441608	0.177590815453961	0.000908830869566328
YAR028W	44	13	36	5.72615560168293e-05	0.19225347977529	0.000414950261533577
YAR029W	1	0	0	0.5	0.5	0.5
YAR031W	31	7	20	3.28988900251028e-05	0.0550343221372482	3.8761404360371e-05
YAR033W	31	15	13	0.0129368582232573	0.0043657225649719	0.00030199254265197
YAR035W	4	1	2	0.172352111003479	0.285803822476666	0.142725727219559
YAR035C-A	0	0	0	1	1	1
YAR042W	159	84	128	2.19246234865314e-06	0.0475022565613285	4.76050081396251e-06
YAR050W	1	3	1	0.884930329778292	0.681324055883031	0.881369663955871
YAR064W	0	0	0	1	1	1
YAR066W	43	21	21	0.00348561362984757	0.00201390820210082	4.04787203036472e-05
YAR068W	1	3	5	0.884930329778292	0.940102534787041	0.97432409929486
YAR071W	2828	1256	1822	2.62106914911275e-41	4.75068936825478e-15	6.72193207767974e-51
YBL113C	0	0	3	1	0.963180864939849	1
YBL112C	0	0	0	1	1	1
YBL111C	4	1	0	0.172352111003479	0.0867840832779608	0.0515081170735883
YBL108C-A	0	0	0	1	1	1
YBL107C	27	14	19	0.0357884608808851	0.12046778833111	0.0177217577662389
YBL106C	42	17	37	0.000502941217427118	0.292675352434507	0.00335024914910465
YBL105C	172	75	113	3.12348212010808e-09	0.000397489275249764	4.57664236201704e-11
YBL104C	65	29	68	0.00039385875006913	0.620104991675029	0.015479162999994
YBL103C	59	18	32	1.52756553703915e-06	0.00267135867781354	6.8269105285483e-08
YBL102W	94	49	84	0.000143902604749513	0.193228402622619	0.00074559611407867
YBL101C	85	52	58	0.00368469165585162	0.0178067444434793	0.000361548487541988
YBL100W-C	0	0	1	1	0.977249868051821	1
YBL099W	991	409	682	1.10003729806916e-32	1.25574956793312e-10	4.23127183554428e-38
YBL098W	54	31	34	0.0103725160276187	0.0185791222689732	0.000939003851906992
YBL097W	60	31	35	0.000952499870451211	0.00562325484918835	3.33443712772947e-05
YBL095W	15	6	6	0.037212333443771	0.037212333443771	0.00581877583559453
YBL093C	93	35	51	1.98873118624663e-07	0.00058256975263242	2.03616669649345e-09
YBL092W	5024	2275	3247	2.02152328835191e-16	1.71255164178356e-06	8.02317649027976e-20
YBL091C-A	24	11	15	0.0287738900607343	0.101459647049672	0.01244101527962
YBL091C	375	189	277	4.29473537891513e-12	0.000440132109371609	3.4758651676475e-13
YBL090W	63	31	40	0.00335715181793327	0.0197564019079908	0.000372385534332129
YBL089W	33	25	31	0.14630531284054	0.404779391489763	0.180206879837102
YBL088C	26	10	18	0.00393428886137252	0.109864339821491	0.0030067489361541
YBL087C	2826	1349	2038	2.18527230323683e-16	3.21212397172943e-05	5.02775236962311e-18
YBL086C	49	15	24	5.52434868979182e-06	0.00194037389636215	1.30215129373129e-07
YBL085W	151	51	78	7.22949479263044e-11	5.354842017469e-06	1.03535445570511e-14
YBL084C	31	22	30	0.114973368770753	0.452234740129252	0.175218000102465
YBL082C	59	30	52	0.000744685250115925	0.213749439711212	0.00249736520044908
YBL081W	64	34	48	0.00157800181849749	0.0758981725624057	0.00096466656233184
YBL080C	16	11	21	0.162406514918163	0.803598417049035	0.463359447138071
YBL079W	319	138	212	1.91041877654092e-15	6.01499550230263e-06	2.50002125318703e-18
YBL078C	26	4	24	0.000148561931228352	0.35652018051891	0.00241450523900388
YBL076C	3324	1441	2257	1.37266550937422e-77	6.94374312903315e-24	2.37322105800709e-91
YBL075C	0	1	3	0.977249868051821	0.978345928594604	0.997766025379157
YBL074C	22	8	15	0.0055029003459608	0.13407823194456	0.00492827834959227
YBL072C	8322	3348	4992	9.99515749127482e-31	8.62508901929055e-14	9.2596639066855e-41
YBL071C-B	0	0	1	1	0.977249868051821	1
YBL071W-A	48	21	37	0.000535694690605117	0.120823664502883	0.000842041316207024
YBL069W	104	42	45	4.57310113423168e-07	1.17550186724403e-06	4.90350074811928e-12
YBL068W	188	73	121	2.68951068865733e-10	0.000738744969054907	1.59635283364921e-11
YBL067C	111	43	69	2.96821838793342e-08	0.0012006082688562	1.11943450589485e-09
YBL066C	29	18	22	0.0512676787184776	0.16493852471739	0.0326309394152592
YBL064C	80	38	62	4.52747288091052e-05	0.0593490517139183	5.41236514745391e-05
YBL063W	53	22	33	0.000176212392615926	0.0166611871395378	2.76993995004774e-05
YBL061C	127	64	98	2.65049498694358e-05	0.0308368374383951	1.46133075400078e-05
YBL060W	25	17	28	0.115323973265424	0.657995555706426	0.287804092984631
YBL059C-A	37	24	29	0.0181205365412915	0.194396097077221	0.0182988743254914
YBL059W	15	10	10	0.172019993414816	0.152635388499878	0.0816593250065085
YBL058W	372	132	255	9.52312894239558e-20	1.37858587843307e-05	4.73632823747746e-21
YBL057C	76	36	59	0.00306939490193325	0.181187307603544	0.0049152576524668
YBL056W	300	143	174	1.46754721798734e-11	1.92741794897043e-08	4.37334955596105e-18
YBL055C	57	29	40	0.00285751590513677	0.0521106867673258	0.000957578506103838
YBL054W	87	37	52	3.65656660112943e-06	0.00163650109344411	7.58728813642079e-08
YBL052C	27	9	16	0.00139534857686776	0.0554889606807369	0.000595192832033024
YBL051C	346	142	225	1.05110070654493e-17	1.91015778099393e-06	9.35877982035982e-21
YBL050W	207	83	145	1.05773798995524e-09	0.00830030095193056	1.5288769516006e-09
YBL049W	0	1	1	0.977249868051821	0.977249868051821	0.997661132509476
YBL047C	806	364	568	4.79937554942275e-30	2.37518684382653e-08	8.39372401695404e-33
YBL046W	49	27	40	0.00526077244937422	0.178544617020719	0.00694465192064156
YBL045C	220	89	166	3.03834684487719e-11	0.00778845089363423	1.17869543872129e-10
YBL044W	0	0	0	1	1	1
YBL043W	0	0	0	1	1	1
YBL042C	137	61	102	6.60098548803447e-08	0.0131906170221753	5.76236154887601e-08
YBL041W	441	176	270	3.09267306941367e-16	5.92169125196826e-06	5.9929711755981e-19
YBL040C	214	81	127	1.75204851037881e-10	2.83913468971211e-05	1.62610849348583e-13
YBL039W-B	2	1	1	0.386414996342224	0.386414996342224	0.341545699154804
YBL039C	839	415	637	6.1166885062731e-20	0.000134955099197314	1.26989780266279e-19
YBL038W	68	43	45	0.00570265834815603	0.0188250084112411	0.000559374657003094
YBL037W	113	40	64	5.46398108381123e-09	0.00031134481567504	5.20165851255154e-11
YBL036C	174	65	146	3.63428817908232e-09	0.0878053060098031	2.23194344572356e-07
YBL035C	116	49	73	2.29407753791835e-07	0.00158609615416467	7.92353991630492e-09
YBL034C	101	41	75	5.11581284992607e-07	0.031718292990202	9.2940739901517e-07
YBL033C	61	35	45	0.00718174424909738	0.0562342414257304	0.00216309150129232
YBL032W	360	155	214	1.84705198396221e-15	1.38404855734849e-07	1.87757957399135e-20
YBL031W	14	16	17	0.652870929360203	0.715479930517242	0.751945519691186
YBL030C	839	338	598	4.19458907411262e-24	6.30137451587003e-06	9.85184046864113e-25
YBL029C-A	6	8	11	0.71571449826912	0.907127083031971	0.909691027748995
YBL029W	4	2	3	0.285803822476666	0.412070447870943	0.288717652505711
YBL028C	128	51	91	3.46052072058278e-06	0.0129878306386917	9.98878388854657e-07
YBL027W	5244	2109	3278	1.55226956864881e-27	2.40711393160639e-11	4.89063522443654e-35
YBL026W	129	63	82	1.45566691757786e-05	0.00745197190818932	1.45189723481095e-06
YBL025W	22	11	8	0.0350856629551472	0.00994161090136696	0.00171146100148684
YBL024W	586	275	430	1.13002145555268e-19	1.20529431323635e-05	4.38308997992888e-21
YBL023C	104	60	81	0.000540931157961834	0.0512244059062456	0.000264300965562554
YBL022C	474	223	329	1.54908989593555e-18	1.44529350171749e-06	1.46069408032285e-21
YBL021C	16	7	14	0.0259403088222508	0.325892689663193	0.0451508815623942
YBL020W	85	42	56	7.96801014396831e-05	0.00666963493118159	4.93880374585948e-06
YBL019W	14	7	12	0.075110760634732	0.358360003151569	0.101345833463211
YBL018C	44	14	31	0.00012890667621722	0.0575513289083051	0.000108569035464563
YBL017C	558	221	390	7.44575204174453e-30	8.32541710109864e-08	7.78966279230914e-32
YBL016W	79	34	64	7.83176945669409e-06	0.0979092722434051	3.61209234757519e-05
YBL015W	76	29	55	1.27203885001362e-05	0.0524285519146957	1.8595400704397e-05
YBL014C	31	11	23	0.00162921392723817	0.151842486597494	0.00249417669790503
YBL013W	6	7	6	0.624367401569112	0.517711826071504	0.600845598944743
YBL011W	124	48	100	2.32495617433323e-08	0.0616943219814137	3.64980951937992e-07
YBL010C	25	8	27	0.00331523272371528	0.599232455273074	0.0407582580724695
YBL009W	102	33	60	3.21062695622492e-08	0.00123066672085547	1.22887015207141e-09
YBL008W-A	1	0	0	0.5	0.5	0.5
YBL008W	63	34	39	0.00274794212421008	0.0132438983928687	0.000205985607603792
YBL007C	721	313	515	5.60236762400979e-29	4.09422941563119e-08	1.17204734286942e-31
YBL006C	71	41	46	0.00405374048579531	0.0183346334285418	0.00040470539131379
YBL005W	62	27	38	0.000121298288599756	0.00892939424674493	9.78008095362682e-06
YBL004W	601	263	444	4.57120423616954e-27	8.49548263736917e-06	1.27653074847752e-26
YBL003C	1023	486	656	3.99923296007265e-13	8.83115550562556e-07	1.55154744653018e-17
YBL002W	983	469	707	1.79476709898093e-13	7.08924426883003e-05	2.41284473751789e-15
YBL001C	184	95	129	1.42266775090671e-06	0.0108589190987321	4.03956249469301e-07
YBR001C	70	18	47	8.30395696790239e-08	0.0195683230125948	1.23855967922498e-07
YBR002C	50	23	43	0.00357275487989383	0.331490155886987	0.0135433637123239
YBR003W	85	32	40	2.68963528247074e-06	4.91757583710715e-05	1.1801489638273e-09
YBR004C	61	28	33	0.000208126956582601	0.0012796026979622	1.84084749613106e-06
YBR005W	24	9	8	0.00694308403684811	0.0063119388917718	0.000229773350035391
YBR006W	38	19	21	0.00526279968711731	0.0162031140193137	0.000447539145992782
YBR007C	48	16	39	5.2878239674909e-05	0.151356090151123	0.000260020921497991
YBR008C	1	0	1	0.5	0.681324055883031	0.630558659818236
YBR009C	1222	507	803	1.28674979035959e-12	0.000365799873168061	1.08864597537315e-13
YBR010W	1722	775	1167	7.42362682669662e-15	1.69597521561515e-06	1.37000918286517e-18
YBR011C	3245	1498	2177	5.96951798909838e-31	7.90310285139889e-11	4.83497204539396e-37
YBR013C	17	8	12	0.0471202054601502	0.129984388189463	0.0238611577680599
YBR014C	89	50	69	0.00323568899430863	0.0634839330522403	0.00132992463326289
YBR015C	317	166	242	2.24947794394582e-10	0.000552437336211197	9.33185932123826e-12
YBR016W	154	60	87	1.66079500826533e-08	0.000283605358541533	1.12639892180271e-10
YBR017C	318	154	212	1.9678360451254e-12	7.20173705525203e-06	7.67429230826987e-16
YBR018C	0	0	0	1	1	1
YBR019C	1	0	0	0.5	0.5	0.5
YBR020W	1	0	0	0.5	0.5	0.5
YBR021W	32	10	19	0.000467696493482684	0.0405232402991549	0.000176013663278424
YBR022W	39	17	25	0.00160425576088894	0.0375044996533527	0.000414690939116444
YBR023C	208	106	163	3.82380503813071e-09	0.00996716621587969	5.01766715487888e-09
YBR024W	37	18	17	0.00765983765560752	0.00326281148237631	0.000137399220809118
YBR025C	2247	978	1486	2.94244780611831e-38	2.27374721263071e-12	7.84309133787848e-45
YBR026C	185	92	105	1.46485594646083e-07	6.12119788564873e-06	9.19158403692288e-12
YBR028C	64	44	65	0.0369536017546208	0.556028986962709	0.122192797683736
YBR029C	173	58	101	6.52710693833875e-12	9.70324506485953e-05	5.81888883849951e-14
YBR030W	38	14	37	0.000852187829698642	0.454274872051644	0.0107320433188362
YBR031W	9987	4671	6855	3.20917234821514e-46	4.10379274098653e-16	3.35375315178231e-56
YBR033W	2	0	1	0.17288929307558	0.386414996342224	0.191934191495911
YBR034C	234	115	156	5.3748926210671e-09	0.000192256471549631	2.79828938797685e-11
YBR035C	228	106	153	1.24595061702693e-08	0.00061917635365913	2.40503756726637e-10
YBR036C	236	113	189	6.05094669214317e-10	0.0165608191484075	3.21851926227763e-09
YBR037C	54	34	27	0.0180455485257656	0.00356723198949913	0.000356544080632321
YBR038W	262	115	184	3.13902254360531e-13	0.00017091678433215	1.2729846113425e-14
YBR039W	276	129	231	1.60346159778029e-10	0.0441305401579706	7.93160937807742e-09
YBR040W	0	0	1	1	0.977249868051821	1
YBR041W	139	83	108	4.2512592345064e-05	0.0231079962619812	1.4050833089081e-05
YBR042C	114	42	77	3.64110760376412e-07	0.011939993885685	1.69669769187864e-07
YBR043C	16	7	15	0.0314956055628057	0.431201661868257	0.0753244159678727
YBR044C	24	16	17	0.115838012533338	0.150266382122616	0.0573059415825984
YBR045C	1	0	3	0.5	0.884930329778292	0.801928045423963
YBR046C	90	56	86	0.013469655923594	0.52913052031354	0.0651751729667188
YBR047W	14	7	14	0.0573709416110514	0.505395136430515	0.13442617121244
YBR048W	3231	1440	2251	1.69105022128358e-21	8.33693109542422e-05	4.62274313360787e-21
YBR049C	259	108	164	9.46477733268465e-14	1.39935774142632e-05	1.62280552268189e-16
YBR050C	3	2	0	0.382797241997882	0.0744573365893828	0.109079314788356
YBR052C	178	76	94	4.52874265774697e-08	4.89862493065083e-05	3.2052512430859e-11
YBR053C	111	57	63	0.000105120726521067	0.0012931195419499	1.01023551556894e-06
YBR054W	48	23	32	8.87260733493062e-06	0.047617549519436	1.25273629639977e-05
YBR055C	50	29	52	0.0117648381771586	0.575325740072556	0.071176286946923
YBR056W	122	55	67	4.89240069104658e-06	0.000152706842500531	6.74012853531787e-09
YBR056W-A	9	2	5	0.0209152972826223	0.137735358496716	0.0135442379558212
YBR057C	66	19	35	1.36901810133634e-06	0.00188576062837475	4.06395978984436e-08
YBR058C	164	80	140	2.11415633731192e-07	0.0903495097710902	3.04338435145545e-06
YBR058C-A	106	51	70	0.00158910826398715	0.0364963573268411	0.000398712340065262
YBR059C	210	108	164	6.83360254444755e-08	0.0103019050288282	4.08605455837119e-08
YBR060C	54	30	34	0.00488565563134751	0.0156729209713034	0.000405237473895009
YBR061C	104	46	59	2.98636718815376e-06	0.000803007818388549	2.78457239751682e-08
YBR062C	47	17	22	9.75575794814332e-05	0.00239080338269173	1.83558814265194e-06
YBR063C	0	0	0	1	1	1
YBR065C	36	15	22	0.00283699087722841	0.0485325198199144	0.000876530937129643
YBR066C	50	20	33	0.000644001564751562	0.0248253527620002	0.000124180147893001
YBR067C	527	206	353	4.14418596981694e-15	6.39405197834206e-06	4.95707779165589e-18
YBR068C	502	241	378	4.51535438841596e-16	7.70501099364864e-05	3.11896323935532e-17
YBR069C	442	188	310	2.8600653499148e-19	8.24495981203682e-06	4.93496437823067e-21
YBR070C	36	13	33	0.000787225348543064	0.297145952322866	0.004507232469105
YBR071W	60	31	40	0.00253156911172171	0.0335416114419585	0.000524940219342522
YBR072W	34	16	22	0.00660539640404238	0.0685165134417066	0.00252634804502613
YBR072C-A	0	0	0	1	1	1
YBR073W	174	73	114	3.52390563585512e-10	0.000598362876837864	1.46440622404358e-11
YBR074W	220	102	148	3.96089463175088e-10	0.000199388800904396	3.69221858118676e-12
YBR076W	0	0	1	1	0.977249868051821	1
YBR077C	94	40	44	0.000176382753890845	0.00133508110410142	1.65752655138612e-06
YBR078W	4153	1614	2652	3.53255472804613e-57	2.26505864308702e-20	1.32940520903566e-70
YBR079C	1278	575	883	2.08530498538728e-43	7.62762185541715e-13	1.95834793205852e-49
YBR080C	413	199	277	1.49292709380032e-15	1.25410353939687e-05	5.6472606288691e-18
YBR081C	115	60	91	4.2892792883844e-05	0.0621562780755204	5.57670670968193e-05
YBR082C	756	325	538	2.4796942782004e-15	0.000110807717693868	1.87242601783664e-16
YBR083W	81	30	63	3.42952876257352e-06	0.0968564831469051	2.06945523278682e-05
YBR084W	630	310	474	5.35573690354349e-21	8.48893548498019e-06	2.76463832084487e-22
YBR084C-A	4205	1734	2540	3.03058959350895e-24	2.60694821776738e-10	4.75205930237035e-31
YBR085W	50	25	36	0.00116561614309584	0.0538043183418934	0.000500055671588902
YBR085C-A	74	32	51	0.000297032080325674	0.0461018706297477	0.000147808397298757
YBR086C	564	244	359	4.8002775628897e-21	2.5438960798215e-09	3.40538073130207e-27
YBR087W	108	50	74	1.06251264315489e-05	0.00992467752673866	1.63469144493049e-06
YBR088C	307	155	206	2.18559857181892e-10	2.03836962773782e-05	1.29864128486876e-13
YBR089C-A	98	44	83	0.000315528959257744	0.182216662311328	0.00111360662538805
YBR090C	24	43	50	0.976670418858773	0.990051035724826	0.998867314595226
YBR091C	37	20	20	0.0127066838107082	0.0286067289871418	0.00172164531905292
YBR092C	603	249	389	3.08046188657224e-22	7.38279038621833e-08	3.37137016731063e-26
YBR093C	583	233	333	9.60138302579133e-23	1.09104180092666e-09	4.87622966389699e-29
YBR094W	139	66	104	2.19260626832767e-07	0.0220709479537727	2.93994296969523e-07
YBR095C	44	27	45	0.0271842119196019	0.477177964476264	0.0806267042392319
YBR096W	178	76	122	1.78089390957751e-08	0.00552227993892451	6.20329105830235e-09
YBR097W	72	19	51	2.96594242165573e-08	0.0310080752359608	1.28379139979329e-07
YBR098W	28	8	12	0.000607875836978746	0.0100436786793642	4.22223899360977e-05
YBR101C	232	114	143	1.10700527801596e-08	3.77657733060295e-05	7.15819753620658e-12
YBR102C	88	40	55	7.69260993888256e-05	0.0046170345518764	3.13578602135165e-06
YBR103W	66	17	46	3.90320945255738e-08	0.0256958209432213	1.13444599342986e-07
YBR104W	93	46	73	0.000105210895553076	0.0668382415866832	0.000116094602010688
YBR105C	29	15	19	0.0179857653170303	0.0758708346705226	0.00627038889583622
YBR106W	1254	560	864	6.47422657256621e-19	8.41706928186459e-06	9.330235121421e-21
YBR107C	13	2	3	0.00249318536414057	0.00418241791321914	5.90302238510723e-05
YBR108W	93	26	62	2.1327041252107e-10	0.00586868071599341	2.87676968084561e-10
YBR109C	466	252	357	5.62916843470354e-07	0.0114679134551067	2.20099760946218e-07
YBR110W	84	47	75	0.000594876184777634	0.216997104558078	0.0022192752134523
YBR111C	253	99	140	2.3175461637592e-11	9.40107142586287e-06	7.9672012093352e-15
YBR111W-A	25	13	28	0.0570389498218622	0.697465050661845	0.226128804777816
YBR112C	279	126	203	5.94947216034526e-13	0.000721347413566803	1.69524874392355e-13
YBR114W	26	6	15	0.000211885185282449	0.0435890792300567	0.000106990257722546
YBR115C	674	296	433	1.52843484547628e-27	3.31154783369812e-11	7.32295711995822e-35
YBR117C	1	2	3	0.806761884614384	0.884930329778292	0.927978635336596
YBR118W	73656	31897	47055	1.40819389166135e-65	2.00992310466721e-26	2.47971328151378e-85
YBR119W	28	18	25	0.0715160828389776	0.339644185042889	0.0920947575769003
YBR120C	27	6	22	0.000406512404032233	0.230660473977243	0.00193524776227701
YBR121C	2204	988	1444	5.40584142690707e-45	3.7749350291701e-18	6.05019801277655e-58
YBR122C	65	26	49	0.000178125707193194	0.116575137028918	0.000378822896182432
YBR123C	84	38	64	3.92157563720117e-05	0.0600548007755378	4.98067230532301e-05
YBR125C	47	31	41	0.0359584523176298	0.278430252050034	0.0457081684030218
YBR126C	449	187	255	2.01036718419826e-17	9.32136848098152e-10	1.01675259440034e-24
YBR126W-A	134	49	101	2.46722064037007e-06	0.0544857678069625	6.41091663472367e-06
YBR127C	2533	1144	1687	2.02711901713382e-38	8.10345287378585e-13	1.38606712538789e-45
YBR128C	4	2	1	0.242009177352391	0.116518991136953	0.0904244725977114
YBR129C	35	20	37	0.0476302144693212	0.64031303560834	0.177329353946159
YBR130C	118	48	88	7.32787654182217e-08	0.0296297676665615	2.19830555865969e-07
YBR131W	31	9	19	0.000469067848493111	0.0515072318493678	0.000239436863588243
YBR132C	61	31	30	0.000729099126353885	0.00131047579591339	5.97962892739361e-06
YBR133C	90	43	60	3.08462461149451e-05	0.00575801500719738	1.92385540531762e-06
YBR135W	81	46	58	0.00175959970273143	0.0173514112270501	0.000187671057315678
YBR136W	68	25	36	6.38574956784956e-06	0.000854562162893	5.67325764779807e-08
YBR137W	68	40	37	0.00498707885790142	0.0020418956043007	5.84451452221512e-05
YBR138C	20	15	18	0.215321683878857	0.376315134508849	0.217658467736969
YBR139W	164	80	138	1.86194861904602e-07	0.0798016867982796	2.23339340798726e-06
YBR140C	200	103	126	1.83952385422738e-08	2.58130470688816e-05	7.1163071639411e-12
YBR141C	37	19	23	0.0083362184395766	0.0313096130128713	0.00130941817894451
YBR142W	206	82	153	6.98046020737037e-13	0.00409858919353794	3.01517742233378e-12
YBR143C	1032	397	644	9.78423597808397e-31	3.45956653951084e-10	5.50949717306243e-36
YBR145W	35	22	27	0.0449624681507177	0.166368508004567	0.0297810026371648
YBR146W	115	48	70	2.75067820649118e-07	0.000284410758809261	1.13025353112375e-09
YBR147W	1	0	0	0.5	0.5	0.5
YBR148W	2	5	1	0.890348675160341	0.386414996342224	0.746806792864446
YBR149W	335	152	223	1.75049361104545e-12	5.85234053274615e-05	1.06468391107138e-14
YBR150C	48	15	29	2.16482961711734e-05	0.0164608429348226	5.41885245667401e-06
YBR151W	90	33	69	2.48032514528545e-06	0.0583874118832436	7.18827989046735e-06
YBR152W	21	6	12	0.00141967545645001	0.0654307650498061	0.000739743397835597
YBR153W	17	9	13	0.0385673708066016	0.220668507858261	0.0363841989289031
