GeneID,Phi
YBL009W,15.7
YBL010C,13.4
YBL011W,20.9
YBL013W,3.4
YBL014C,3.4
YBL015W,14.5
YBL016W,31.9
YBL017C,27.5
YBL018C,44.2
YBL019W,4.1
YBL020W,19.6
YBL021C,16.8
YBL022C,35.6
YBL023C,16.2
YBL024W,101.6
YBL025W,14.1
YBL026W,154.1
YBL027W,2474.7
YBL028C,146.1
YBL029C-A,24.4
YBL029W,0.9
YBL030C,391.4
YBL031W,5.8
YBL032W,98.9
YBL033C,20.4
YBL034C,5.7
YBL035C,13.2
YBL036C,72
YBL037W,12.5
YBL038W,37.7
YBL039C,193
YBL039W-B,4.7
YBL040C,120.1
YBL041W,178.3
YBL042C,34.9
YBL043W,0.5
YBL044W,0
YBL045C,67.6
YBL046W,12.4
YBL047C,45.2
YBL049W,0.9
YBL050W,73.7
YBL051C,44.7
YBL052C,4.6
YBL054W,14.7
YBL055C,20.8
YBL056W,72.5
YBL057C,52.2
YBL058W,82.3
YBL059C-A,31.7
YBL059W,14.2
YBL060W,4.1
YBL061C,16.3
YBL063W,4.1
YBL064C,61.5
YBL066C,3.2
YBL067C,14
YBL068W,61.2
YBL069W,23.9
YBL071C-B,1.5
YBL071W-A,62.7
YBL072C,3983
YBL074C,6.5
YBL075C,3
YBL076C,323.6
YBL078C,20.7
YBL079W,24.1
YBL080C,5.4
YBL081W,13.7
YBL082C,21.6
YBL084C,7.5
YBL085W,11.5
YBL086C,9
YBL087C,2504.7
YBL088C,1.5
YBL089W,9.1
YBL090W,31.9
YBL091C,92
YBL091C-A,21.9
YBL092W,3882.8
YBL093C,40.9
YBL095W,4.5
YBL097W,7.5
YBL098W,19.5
YBL099W,224.7
YBL100W-C,0
YBL101C,10
YBL102W,45.7
YBL103C,9.2
YBL104C,9.8
YBL105C,15
YBL106C,5.2
YBL107C,15.4
YBL108C-A,0
YBL111C,0.3
YBL112C,0
YBL113C,0.3
YBR001C,11
YBR002C,31.5
YBR003W,16
YBR004C,19.4
YBR005W,18
YBR006W,6.9
YBR007C,5.3
YBR008C,1.8
YBR009C,1084.4
YBR010W,1126.2
YBR011C,1421.8
YBR013C,16.6
YBR014C,55.7
YBR015C,74.6
YBR016W,139.6
YBR017C,45.3
YBR018C,0.6
YBR019C,0.2
YBR020W,0
YBR021W,7.8
YBR022W,20.2
YBR023C,23.3
YBR024W,10.3
YBR025C,598.7
YBR026C,49.3
YBR028C,16.7
YBR029C,49.4
YBR030W,39.5
YBR031W,3113.5
YBR033W,0.5
YBR034C,99.2
YBR035C,127.6
YBR036C,94.3
YBR037C,29.4
YBR038W,36.2
YBR039W,123
YBR040W,1.4
YBR041W,34
YBR042C,27.7
YBR043C,3.4
YBR044C,7.4
YBR045C,1.1
YBR046C,25.3
YBR047W,7
YBR048W,2806.4
YBR049C,31.1
YBR050C,0.8
YBR052C,87.2
YBR053C,31.1
YBR054W,27.4
YBR055C,8.3
YBR056W,608.2
YBR056W-A,7.7
YBR057C,21.4
YBR058C,21.1
YBR058C-A,86.1
YBR059C,17.9
YBR060C,10.8
YBR061C,39.8
YBR062C,29.6
YBR063C,0.5
YBR065C,7.8
YBR066C,24.3
YBR067C,666.3
YBR068C,106.6
YBR069C,104.8
YBR070C,16.5
YBR071W,31.9
YBR072C-A,2
YBR072W,30.5
YBR073W,19
YBR074W,24.6
YBR076W,0
YBR077C,35.4
YBR078W,1139
YBR079C,153.6
YBR080C,46.5
YBR081C,9.2
YBR082C,561.8
YBR083W,30.1
YBR084C-A,2019.7
YBR084W,87.2
YBR085C-A,80.4
YBR085W,6.6
YBR086C,61
YBR087W,33.6
YBR088C,159.2
YBR089C-A,125.4
YBR090C,126.1
YBR091C,51.5
YBR092C,175.2
YBR093C,35
YBR094W,20.3
YBR095C,15.6
YBR096W,116.7
YBR097W,6.4
YBR098W,2.8
YBR101C,74.2
YBR102C,10.3
YBR103W,13.7
YBR104W,27.2
YBR105C,7.3
YBR106W,881.7
YBR107C,3
YBR108W,7.2
YBR109C,358.8
YBR110W,30.1
YBR111C,99.9
YBR111W-A,26.5
YBR112C,32.8
YBR114W,3.4
YBR115C,40.3
YBR117C,0
YBR118W,17860
YBR119W,11.3
YBR120C,32.2
YBR121C,385.7
YBR122C,39.7
YBR123C,12.6
YBR125C,20.3
YBR126C,76.3
YBR126W-A,180.6
YBR127C,506
YBR128C,1.8
YBR129C,14.6
YBR130C,30.7
YBR131W,5
YBR132C,11.3
YBR133C,10.7
YBR135W,63.6
YBR136W,2.6
YBR137W,44
YBR138C,6.7
YBR139W,36.7
YBR140C,7.4
YBR141C,7.2
YBR142W,38.1
YBR143C,249.4
YBR145W,6.6
YBR146W,38.1
YBR147W,0.9
YBR148W,0.9
YBR149W,101.9
YBR150C,4.6
YBR151W,38.3
YBR152W,5.3
YBR153W,9
YBR154C,187.2
YBR155W,46.9
YBR156C,4
YBR157C,8.4
YBR158W,39.7
YBR159W,139.6
YBR160W,36.4
YBR161W,11.2
YBR162C,430.5
YBR162W-A,167.2
YBR163W,4.4
YBR164C,125.7
YBR165W,18.2
YBR166C,28.4
YBR167C,14.5
YBR168W,5.5
YBR169C,11.7
YBR170C,22.9
YBR171W,99.9
YBR172C,19.2
YBR173C,112.3
YBR175W,14.1
YBR176W,26.2
YBR177C,50.3
YBR179C,11.7
YBR180W,0.2
YBR181C,3510.6
YBR182C,1.8
YBR182C-A,0
YBR183W,4.9
YBR184W,1.2
YBR185C,23.9
YBR186W,0.4
YBR187W,106.9
YBR188C,28.1
YBR189W,3287
YBR191W,3198.1
YBR192W,20.8
YBR193C,21.4
YBR194W,9.7
YBR195C,14.6
YBR196C,1560.6
YBR196C-A,566.3
YBR196C-B,1.4
YBR197C,9.7
YBR198C,25.7
YBR199W,66.1
YBR200W,18.9
YBR200W-A,0
YBR201C-A,4.2
YBR201W,15.3
YBR202W,22.6
YBR203W,1.2
YBR204C,12
YBR205W,95.8
YBR207W,32.6
YBR208C,9.9
YBR210W,23.8
YBR211C,8.8
YBR212W,17.6
YBR213W,8.3
YBR214W,15.6
YBR215W,11
YBR216C,12.9
YBR217W,4.6
YBR218C,75.9
YBR219C,23.8
YBR220C,22.2
YBR221C,337.8
YBR221W-A,0
YBR222C,46
YBR223C,2.7
YBR225W,5
YBR227C,16.2
YBR228W,3.3
YBR229C,27.8
YBR230C,60.9
YBR230W-A,25.8
YBR231C,13.6
YBR233W,15.1
YBR233W-A,25.7
YBR234C,100.4
YBR235W,8.8
YBR236C,24.2
YBR237W,3.3
YBR238C,11.6
YBR239C,2.9
YBR240C,0.5
YBR241C,7
YBR242W,35.7
YBR243C,38.9
YBR244W,168.7
YBR245C,25.7
YBR246W,17.8
YBR247C,51.2
YBR248C,77
YBR249C,355.6
YBR250W,0.1
YBR251W,32.1
YBR252W,109.5
YBR253W,31.5
YBR254C,21.1
YBR255C-A,16.1
YBR255W,3.9
YBR256C,32.9
YBR257W,16.6
YBR258C,10.8
YBR259W,4
YBR260C,19.2
YBR261C,80.6
YBR262C,31.3
YBR263W,202.6
YBR264C,13.8
YBR265W,49.8
YBR267W,30.4
YBR268W,54.4
YBR269C,47.4
YBR270C,2.3
YBR271W,15.7
YBR272C,15.9
YBR273C,21.8
YBR274W,9.3
YBR275C,6.4
YBR276C,4
YBR278W,12.1
YBR279W,34.5
YBR280C,5.2
YBR281C,14.5
YBR282W,41.1
YBR283C,224.3
YBR284W,1
YBR285W,1.8
YBR286W,382.3
YBR287W,31.3
YBR288C,32
YBR289W,13.4
YBR290W,24.4
YBR291C,12.8
YBR293W,1.3
YBR294W,0
YBR295W,1.3
YBR296C,1.6
YBR296C-A,0
YBR297W,4.4
YBR298C,0
YBR298C-A,0
YBR299W,0.5
YBR301W,2.1
YBR302C,29.8
YCL001W,118.5
YCL001W-A,0
YCL001W-B,0
YCL002C,7.9
YCL004W,3.8
YCL005W,12.5
YCL005W-A,272.8
YCL008C,27.4
YCL009C,265.5
YCL010C,17.3
YCL011C,51.8
YCL012C,27.8
YCL014W,8.3
YCL016C,10.2
YCL017C,69.8
YCL018W,0
YCL021W-A,12.5
YCL024W,4.7
YCL025C,16.4
YCL026C-A,0.3
YCL026C-B,19.7
YCL027W,9.7
YCL028W,120.4
YCL029C,10.9
YCL030C,155.4
YCL031C,54.6
YCL032W,14.9
YCL033C,43.1
YCL034W,42.8
YCL035C,186.4
YCL036W,6.6
YCL037C,191.1
YCL038C,8.2
YCL039W,8.1
YCL040W,75
YCL042W,59.2
YCL043C,526.8
YCL044C,23.9
YCL045C,78.1
YCL047C,16.3
YCL048W,0.7
YCL048W-A,0.7
YCL049C,10.2
YCL050C,242.8
YCL051W,6.2
YCL052C,13.6
YCL054W,40
YCL054W-A,35
YCL055W,25.9
YCL056C,7.5
YCL057C-A,112.6
YCL057W,63.3
YCL058C,69.1
YCL058W-A,21.4
YCL059C,95.5
YCL061C,6.1
YCL063W,11.5
YCL064C,158.6
YCL068C,2.8
YCL069W,0
YCL073C,0.2
YCR002C,94.9
YCR003W,41.3
YCR004C,178.8
YCR005C,19.2
YCR007C,0.3
YCR008W,13
YCR009C,126.5
YCR010C,0
YCR011C,23.9
YCR012W,7094.3
YCR014C,0.5
YCR015C,9.4
YCR016W,53.3
YCR017C,48.2
YCR018C,11.1
YCR019W,7.9
YCR020C,8.9
YCR020C-A,38
YCR020W-B,31.5
YCR021C,0.8
YCR023C,10.3
YCR024C,6.8
YCR024C-A,801.8
YCR024C-B,436.1
YCR026C,16.7
YCR027C,11.7
YCR028C,17.2
YCR028C-A,293.5
YCR030C,21
YCR031C,3595.8
YCR032W,3
YCR033W,8.5
YCR034W,238.5
YCR035C,40.5
YCR036W,26.8
YCR037C,19.8
YCR038C,3.3
YCR039C,6.9
YCR040W,0.7
YCR041W,0.6
YCR042C,11.4
YCR043C,66.3
YCR044C,26.8
YCR045C,0.4
YCR046C,49
YCR047C,45.6
YCR048W,21.3
YCR050C,0
YCR051W,81.6
YCR052W,36
YCR053W,367.5
YCR054C,14.4
YCR057C,42.9
YCR059C,28.7
YCR060W,34.5
YCR061W,22.4
YCR063W,9.8
YCR065W,20.2
YCR066W,3
YCR067C,23.7
YCR068W,8.6
YCR069W,49.5
YCR071C,31.9
YCR072C,30.5
YCR073C,2
YCR073W-A,35.8
YCR075C,12.9
YCR075W-A,35.7
YCR076C,13.3
YCR077C,49.3
YCR079W,3.3
YCR081W,6.3
YCR082W,61.9
YCR083W,39.6
YCR084C,80.2
YCR086W,18.9
YCR087C-A,80.9
YCR088W,147.5
YCR089W,1.7
YCR090C,53.3
YCR091W,1.3
YCR092C,5.7
YCR093W,29.1
YCR094W,26.9
YCR095C,12
YCR095W-A,1
YCR098C,0.3
YCR099C,0.4
YCR100C,0.2
YCR101C,1.4
YCR102C,11.1
YCR104W,1
YCR105W,1.1
YCR106W,2
YCR107W,0
YCR108C,0
YDL001W,10
YDL002C,31.1
YDL003W,25.7
YDL004W,142.5
YDL005C,24
YDL006W,18.4
YDL007C-A,0
YDL007W,162.2
YDL008W,25
YDL009C,0
YDL010W,36.2
YDL012C,96.6
YDL013W,5.9
YDL014W,510.6
YDL015C,155.8
YDL017W,9.1
YDL018C,40.6
YDL019C,13.1
YDL020C,25.2
YDL021W,2.6
YDL022C-A,0
YDL022W,80.9
YDL024C,0.7
YDL025C,6.7
YDL027C,10.6
YDL028C,5
YDL029W,142.8
YDL030W,11.6
YDL031W,29.4
YDL033C,4.6
YDL035C,9
YDL036C,11.7
YDL037C,0
YDL039C,0
YDL040C,77.3
YDL042C,15.7
YDL043C,17.1
YDL044C,10.4
YDL045C,19.2
YDL045W-A,77
YDL046W,167.9
YDL047W,51.4
YDL048C,0.7
YDL049C,1.5
YDL051W,179.9
YDL052C,115.4
YDL053C,58.5
YDL054C,18.2
YDL055C,1543.3
YDL056W,8.5
YDL057W,6
YDL058W,17.4
YDL059C,4.5
YDL060W,41.8
YDL061C,2350.3
YDL063C,34.8
YDL064W,84.3
YDL065C,27.8
YDL066W,197.6
YDL067C,176.7
YDL069C,3.8
YDL070W,31.8
YDL072C,176.7
YDL073W,5.6
YDL074C,21.8
YDL075W,2759.3
YDL076C,19.9
YDL077C,7.1
YDL078C,89.2
YDL079C,0.4
YDL080C,4.1
YDL081C,2938.8
YDL082W,1952.4
YDL083C,2197.7
YDL084W,418.2
YDL085C-A,44.5
YDL085W,0
YDL086W,63.6
YDL087C,8.7
YDL088C,17.9
YDL089W,10.4
YDL090C,9.5
YDL091C,8.3
YDL092W,83.5
YDL093W,17.3
YDL095W,149.9
YDL097C,107
YDL098C,13.2
YDL099W,40.8
YDL100C,254.6
YDL101C,9.5
YDL102W,13.8
YDL103C,48.5
YDL104C,3.2
YDL105W,7.1
YDL106C,13.7
YDL107W,4.1
YDL108W,19.2
YDL109C,0.6
YDL110C,23.9
YDL111C,41.7
YDL112W,30.9
YDL113C,7.6
YDL114W,0.2
YDL115C,8.3
YDL116W,30.3
YDL117W,8.8
YDL119C,7.9
YDL120W,56.7
YDL121C,114.2
YDL122W,33.1
YDL123W,26.8
YDL124W,118.3
YDL125C,293.1
YDL126C,310.2
YDL127W,22.1
YDL128W,76.1
YDL129W,6
YDL130W,3049.5
YDL130W-A,34.6
YDL131W,240.1
YDL132W,34.2
YDL133C-A,8244.1
YDL133W,9.2
YDL134C,65.3
YDL135C,91.4
YDL136W,3357.3
YDL137W,399.6
YDL138W,1.7
YDL139C,5.3
YDL140C,76.2
YDL141W,20
YDL142C,12.8
YDL143W,158.9
YDL144C,36.3
YDL145C,97.1
YDL146W,7.3
YDL147W,112.6
YDL148C,40.5
YDL149W,3.4
YDL150W,25.8
YDL153C,49.4
YDL154W,0.3
YDL155W,17.5
YDL156W,7.1
YDL157C,141.5
YDL159W,8.4
YDL159W-A,2.4
YDL160C,151.7
YDL160C-A,24.3
YDL161W,30.1
YDL164C,18.7
YDL165W,44.5
YDL166C,55.2
YDL167C,24.5
YDL168W,92.7
YDL169C,2.4
YDL170W,5.4
YDL171C,59.7
YDL173W,44
YDL174C,18.4
YDL175C,14.8
YDL176W,6
YDL177C,9.1
YDL178W,40.5
YDL179W,17.7
YDL180W,11.1
YDL181W,16.1
YDL182W,277.6
YDL183C,2.7
YDL184C,8515.4
YDL185W,419.8
YDL186W,0
YDL188C,48
YDL189W,23
YDL190C,24.5
YDL191W,3457.2
YDL192W,1146.8
YDL193W,43
YDL194W,2.4
YDL195W,92.2
YDL197C,3.2
YDL198C,67.6
YDL199C,2.1
YDL200C,15.6
YDL201W,71.2
YDL202W,36.7
YDL203C,7.8
YDL204W,1.2
YDL205C,35.2
YDL206W,2
YDL207W,11.3
YDL208W,308
YDL209C,11.8
YDL210W,0.8
YDL211C,5.1
YDL212W,159
YDL213C,85.3
YDL214C,0
YDL215C,10.6
YDL216C,5.1
YDL217C,43.9
YDL218W,0.2
YDL219W,82.8
YDL220C,4.2
YDL222C,0.7
YDL223C,0.9
YDL224C,16.2
YDL225W,37
YDL226C,100.9
YDL227C,44.4
YDL229W,3033.1
YDL230W,11.3
YDL231C,0.7
YDL232W,94.5
YDL233W,8.8
YDL234C,9
YDL235C,82.8
YDL236W,98.7
YDL237W,56.6
YDL238C,2.4
YDL239C,0.4
YDL240W,7
YDL241W,20.4
YDL243C,0
YDL244W,0.8
YDL245C,0.1
YDL246C,0.6
YDL247W,0.1
YDL248W,14.9
YDR001C,21.2
YDR002W,587
YDR003W,19.8
YDR003W-A,30.1
YDR004W,4.9
YDR005C,11.7
YDR006C,11.7
YDR007W,24.5
YDR009W,1.2
YDR011W,51.4
YDR012W,2870.9
YDR013W,54.1
YDR014W,4.2
YDR014W-A,1.6
YDR016C,28.9
YDR017C,11.1
YDR018C,0.2
YDR019C,110.9
YDR020C,18.3
YDR021W,11.8
YDR022C,106.7
YDR023W,502.4
YDR025W,2980.2
YDR026C,3.5
YDR027C,8.7
YDR028C,21.1
YDR030C,3.4
YDR031W,16.5
YDR032C,313.7
YDR033W,842.1
YDR034C,10.1
YDR034C-A,21
YDR034W-B,2.1
YDR035W,114.4
YDR036C,33.7
YDR037W,462.4
YDR038C,32.7
YDR039C,34.1
YDR040C,30.2
YDR041W,48.2
YDR042C,1.6
YDR043C,13.5
YDR044W,51.8
YDR045C,78.6
YDR046C,55.6
YDR047W,38.3
YDR049W,12.7
YDR050C,4656.9
YDR051C,28.2
YDR052C,12
YDR054C,60
YDR055W,74.4
YDR056C,89.8
YDR057W,12.7
YDR058C,4.2
YDR059C,15.1
YDR060W,59.9
YDR061W,12.2
YDR062W,85.9
YDR063W,42.1
YDR064W,3630.5
YDR065W,12.5
YDR066C,8.7
YDR067C,9.7
YDR068W,27.6
YDR069C,4.5
YDR070C,1.9
YDR071C,231.1
YDR072C,40.2
YDR073W,10
YDR074W,26.4
YDR075W,18.6
YDR076W,3.4
YDR077W,807.9
YDR078C,4.2
YDR079C-A,23.3
YDR079W,34.5
YDR080W,8.4
YDR081C,10.6
YDR082W,1.3
YDR083W,44.2
YDR084C,53.1
YDR085C,1.9
YDR086C,409.7
YDR087C,78.9
YDR088C,8.6
YDR089W,19
YDR090C,18.1
YDR091C,112.2
YDR092W,99.3
YDR093W,14.5
YDR096W,7.6
YDR097C,16.6
YDR098C,172.5
YDR099W,427.1
YDR100W,75.7
YDR101C,91.9
YDR103W,11
YDR104C,3
YDR105C,25.6
YDR106W,1.7
YDR107C,12
YDR108W,8.7
YDR109C,3.4
YDR110W,11.2
YDR111C,12.6
YDR113C,16.1
YDR114C,0
YDR115W,63.1
YDR116C,23.8
YDR117C,20.3
YDR118W,4.6
YDR119W,47
YDR119W-A,0.9
YDR120C,62.3
YDR121W,41.1
YDR122W,11.1
YDR123C,8
YDR124W,0
YDR125C,1.8
YDR126W,4.2
YDR127W,60.1
YDR128W,6
YDR129C,134.1
YDR130C,10.6
YDR131C,4.3
YDR132C,6
YDR135C,47.2
YDR137W,8.1
YDR138W,13
YDR139C,56.2
YDR140W,18.5
YDR141C,13.9
YDR142C,8.2
YDR143C,20.8
YDR144C,50.8
YDR145W,22.5
YDR146C,19.2
YDR147W,11.5
YDR148C,53.5
YDR150W,14.5
YDR151C,26.4
YDR152W,64.4
YDR153C,35.4
YDR155C,3129.6
YDR156W,98.6
YDR158W,461.6
YDR159W,6.1
YDR160W,2.2
YDR161W,59
YDR162C,22
YDR163W,17.4
YDR164C,19
YDR165W,72.7
YDR166C,13.6
YDR167W,45.7
YDR168W,66.1
YDR169C,13.7
YDR169C-A,0
YDR170C,41.7
YDR171W,21.6
YDR172W,174.5
YDR173C,8.4
YDR174W,171.4
YDR175C,26.1
YDR176W,14.5
YDR177W,111.1
YDR178W,48.2
YDR179C,16.3
YDR179W-A,3.9
YDR180W,7
YDR181C,9.4
YDR182W,38.4
YDR182W-A,23.8
YDR183W,16.7
YDR184C,21.1
YDR185C,6.5
YDR186C,10.7
YDR188W,170.5
YDR189W,40.7
YDR190C,111.3
YDR191W,5.1
YDR192C,14.5
YDR194C,46.9
YDR194W-A,0
YDR195W,13.7
YDR196C,17.9
YDR197W,7.5
YDR198C,11.9
YDR200C,5.8
YDR201W,19.2
YDR202C,12.4
YDR204W,21.8
YDR205W,11
YDR206W,12.6
YDR207C,7.8
YDR208W,18
YDR210W,153.6
YDR211W,57.8
YDR212W,162.2
YDR213W,6
YDR214W,94.4
YDR216W,8.7
YDR217C,6.9
YDR218C,0.3
YDR219C,15.2
YDR221W,15.1
YDR222W,15.2
YDR223W,0.7
YDR224C,894.7
YDR225W,973.8
YDR226W,919.1
YDR227W,6
YDR228C,11.5
YDR229W,12.6
YDR231C,16
YDR232W,63.1
YDR233C,469.5
YDR234W,48.2
YDR235W,11
YDR236C,23
YDR237W,31.1
YDR238C,97
YDR239C,8.8
YDR240C,9.1
YDR242W,1
YDR243C,8.7
YDR244W,15.5
YDR245W,56.6
YDR246W,28.1
YDR246W-A,9.5
YDR247W,5.4
YDR248C,13.6
YDR249C,2.9
YDR251W,21
YDR252W,12.9
YDR253C,1
YDR254W,7.2
YDR255C,4.4
YDR256C,0
YDR257C,17.4
YDR258C,18
YDR259C,2.5
YDR260C,16.4
YDR261C,30
YDR262W,30.5
YDR263C,0.8
YDR264C,42.2
YDR265W,7.2
YDR266C,22.7
YDR267C,25.8
YDR268W,14.6
YDR270W,8
YDR272W,59.4
YDR273W,0.9
YDR275W,3.4
YDR276C,785.8
YDR277C,4.6
YDR279W,18.2
YDR280W,37.1
YDR281C,2.4
YDR282C,4.6
YDR283C,9.1
YDR284C,39.1
YDR285W,0.6
YDR286C,14.7
YDR287W,15
YDR288W,9.8
YDR289C,17.2
YDR291W,5.6
YDR292C,36
YDR293C,26.7
YDR294C,48.1
YDR295C,9.6
YDR296W,49.2
YDR297W,68.8
YDR298C,108.8
YDR299W,32.5
YDR300C,77.7
YDR301W,9.5
YDR302W,33.5
YDR303C,18.1
YDR304C,279.2
YDR305C,26.5
YDR306C,6.9
YDR307W,19.2
YDR308C,33.1
YDR309C,49.6
YDR310C,15.3
YDR311W,9.7
YDR312W,33.8
YDR313C,6.1
YDR314C,1.9
YDR315C,4.5
YDR316W,8.2
YDR317W,2.6
YDR318W,5.4
YDR319C,10.3
YDR320C,19.1
YDR320C-A,52.1
YDR321W,182.7
YDR322C-A,87.1
YDR322W,33.5
YDR323C,4.5
YDR324C,40.9
YDR325W,8.4
YDR326C,12.2
YDR328C,126.6
YDR329C,19
YDR330W,14.2
YDR331W,33.3
YDR332W,3.7
YDR333C,14.5
YDR334W,5.2
YDR335W,22.1
YDR336W,3.9
YDR337W,33.8
YDR338C,6.3
YDR339C,59.5
YDR341C,249.2
YDR342C,142.7
YDR343C,135.1
YDR345C,351
YDR346C,138.6
YDR347W,41.7
YDR348C,18.9
YDR349C,18.7
YDR350C,3
YDR351W,9.4
YDR352W,25.1
YDR353W,472.8
YDR354W,36
YDR356W,9
YDR357C,21.5
YDR358W,12.1
YDR359C,5.9
YDR361C,88.7
YDR362C,6.3
YDR363W,3.6
YDR363W-A,193.8
YDR364C,8
YDR365C,25.5
YDR366C,8.1
YDR367W,35.3
YDR368W,116.8
YDR369C,2.3
YDR370C,8.1
YDR371W,12.9
YDR372C,75.5
YDR373W,68.1
YDR374C,0.2
YDR374W-A,14.1
YDR375C,10.4
YDR376W,14.9
YDR377W,133.5
YDR378C,99
YDR379C-A,9.7
YDR379W,4.6
YDR380W,21.3
YDR381C-A,12
YDR381W,342.8
YDR382W,2823.6
YDR383C,6.7
YDR384C,150.9
YDR385W,2873.9
YDR386W,2.3
YDR387C,5.3
YDR388W,106.8
YDR389W,15.4
YDR390C,28.9
YDR391C,13.7
YDR392W,12.3
YDR393W,6.5
YDR394W,106.5
YDR395W,71.8
YDR397C,80
YDR398W,37.9
YDR399W,314.7
YDR400W,33.7
YDR402C,0.6
YDR403W,0.5
YDR404C,71.6
YDR405W,27.7
YDR406W,8.3
YDR407C,9.1
YDR408C,105.4
YDR409W,4.9
YDR410C,38.4
YDR411C,43.5
YDR412W,48.9
YDR414C,13.9
YDR415C,26.4
YDR416W,7.9
YDR418W,2983.6
YDR419W,5.4
YDR420W,3.6
YDR421W,4
YDR422C,11.5
YDR423C,22.9
YDR424C,74.6
YDR425W,7
YDR427W,109
YDR428C,19.2
YDR429C,277.9
YDR430C,23.9
YDR432W,318.3
YDR434W,36.2
YDR435C,14.9
YDR436W,5.7
YDR437W,6.8
YDR438W,0.4
YDR439W,9
YDR440W,7.5
YDR441C,18.3
YDR443C,4.8
YDR444W,6.4
YDR446W,0.2
YDR447C,2345
YDR448W,15
YDR449C,37.5
YDR450W,3209.3
YDR451C,28.7
YDR452W,31.6
YDR453C,8.7
YDR454C,370.8
YDR456W,33.2
YDR457W,16
YDR458C,13
YDR459C,2.4
YDR460W,14.1
YDR461C-A,29.4
YDR461W,321.3
YDR462W,46.1
YDR463W,32.4
YDR464W,6.7
YDR465C,55.4
YDR466W,6.3
YDR468C,32.8
YDR469W,20
YDR470C,10.6
YDR471W,1016.3
YDR472W,28.5
YDR473C,6.4
YDR475C,5.2
YDR476C,39.9
YDR477W,28
YDR478W,10.3
YDR479C,5.9
YDR480W,9.4
YDR481C,32
YDR482C,13.1
YDR483W,183.2
YDR484W,11.2
YDR485C,7.3
YDR486C,32.1
YDR487C,145.9
YDR488C,4.9
YDR489W,8.5
YDR490C,6.8
YDR492W,43
YDR493W,15.8
YDR494W,22.8
YDR495C,5.2
YDR496C,71.6
YDR497C,83.5
YDR498C,15.5
YDR499W,2.5
YDR500C,2186.8
YDR501W,4.2
YDR502C,207.1
YDR503C,12.7
YDR504C,8.9
YDR505C,13.4
YDR506C,108.4
YDR507C,23.9
YDR508C,96.5
YDR510W,421.2
YDR511W,22.8
YDR512C,25.8
YDR513W,146.5
YDR514C,9.8
YDR515W,15.8
YDR516C,31.5
YDR517W,45.4
YDR518W,34.8
YDR519W,118.6
YDR520C,4.8
YDR522C,0.3
YDR523C,0.3
YDR524C,12.4
YDR524C-B,3990.1
YDR524W-C,0
YDR525W-A,84.7
YDR527W,22.2
YDR528W,8.9
YDR529C,99.5
YDR530C,6.7
YDR531W,38.5
YDR532C,7.4
YDR533C,45.4
YDR534C,22.8
YDR536W,0
YDR538W,9.9
YDR539W,19
YDR540C,2.9
YDR541C,3.5
YDR542W,0.5
YDR545W,0.5
YEL001C,182.4
YEL002C,147.1
YEL003W,124.2
YEL004W,11.5
YEL005C,5.5
YEL006W,13.1
YEL007W,31.7
YEL009C,25.3
YEL011W,3.9
YEL012W,16.1
