# Created by: riboviz
# Date: 2026-03-12 09:30:19.175881
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
ReadLen	Pos	Counts
27	-21	2
28	-21	13
29	-21	35
30	-21	67
31	-21	70
32	-21	51
33	-21	28
34	-21	13
35	-21	0
36	-21	0
37	-21	0
38	-21	0
39	-21	0
40	-21	0
41	-21	0
42	-21	0
43	-21	0
44	-21	0
45	-21	0
46	-21	0
47	-21	0
48	-21	0
49	-21	0
50	-21	0
10	-20	0
11	-20	0
12	-20	0
13	-20	0
14	-20	0
15	-20	0
16	-20	0
17	-20	0
18	-20	1
19	-20	1
20	-20	0
21	-20	1
22	-20	1
23	-20	0
24	-20	1
25	-20	3
26	-20	0
27	-20	5
28	-20	10
29	-20	25
30	-20	71
31	-20	94
32	-20	71
33	-20	28
34	-20	13
35	-20	1
36	-20	1
37	-20	0
38	-20	0
39	-20	0
40	-20	0
41	-20	0
42	-20	0
43	-20	0
44	-20	0
45	-20	0
46	-20	0
47	-20	0
48	-20	0
49	-20	0
50	-20	0
10	-19	0
11	-19	0
12	-19	0
13	-19	0
14	-19	0
15	-19	0
16	-19	0
17	-19	0
18	-19	0
19	-19	0
20	-19	0
21	-19	0
22	-19	0
23	-19	3
24	-19	2
25	-19	1
26	-19	3
27	-19	7
28	-19	26
29	-19	41
30	-19	236
31	-19	342
32	-19	130
33	-19	42
34	-19	9
35	-19	1
36	-19	0
37	-19	0
38	-19	0
39	-19	0
40	-19	0
41	-19	0
42	-19	0
43	-19	0
44	-19	0
45	-19	0
46	-19	0
47	-19	0
48	-19	0
49	-19	0
50	-19	0
10	-18	0
11	-18	0
12	-18	0
13	-18	0
14	-18	0
15	-18	1
16	-18	0
17	-18	0
18	-18	0
19	-18	1
20	-18	2
21	-18	1
22	-18	1
23	-18	3
24	-18	0
25	-18	8
26	-18	6
27	-18	28
28	-18	120
29	-18	382
30	-18	1574
31	-18	1540
32	-18	336
33	-18	75
34	-18	18
35	-18	6
36	-18	2
37	-18	2
38	-18	0
39	-18	0
40	-18	0
41	-18	0
42	-18	0
43	-18	0
44	-18	0
45	-18	0
46	-18	0
47	-18	0
48	-18	0
49	-18	0
50	-18	0
10	-17	0
11	-17	0
12	-17	0
13	-17	0
14	-17	0
15	-17	0
16	-17	0
17	-17	0
18	-17	0
19	-17	1
20	-17	0
21	-17	1
22	-17	0
23	-17	2
24	-17	2
25	-17	6
26	-17	9
27	-17	6
28	-17	32
29	-17	138
30	-17	172
31	-17	122
32	-17	93
33	-17	33
34	-17	17
35	-17	6
36	-17	12
37	-17	5
38	-17	1
39	-17	4
40	-17	2
41	-17	3
42	-17	0
43	-17	0
44	-17	0
45	-17	0
46	-17	0
47	-17	0
48	-17	0
49	-17	0
50	-17	0
10	-16	0
11	-16	0
12	-16	0
13	-16	0
14	-16	0
15	-16	0
16	-16	0
17	-16	0
18	-16	0
19	-16	0
20	-16	1
21	-16	0
22	-16	1
23	-16	1
24	-16	6
25	-16	2
26	-16	4
27	-16	11
28	-16	27
29	-16	54
30	-16	99
31	-16	80
32	-16	40
33	-16	29
34	-16	16
35	-16	9
36	-16	9
37	-16	2
38	-16	0
39	-16	0
40	-16	0
41	-16	0
42	-16	0
43	-16	0
44	-16	0
45	-16	0
46	-16	0
47	-16	0
48	-16	0
49	-16	0
50	-16	0
10	-15	0
11	-15	0
12	-15	0
13	-15	0
14	-15	0
15	-15	0
16	-15	0
17	-15	0
18	-15	0
19	-15	1
20	-15	1
21	-15	0
22	-15	1
23	-15	3
24	-15	2
25	-15	3
26	-15	3
27	-15	10
28	-15	17
29	-15	46
30	-15	80
31	-15	95
32	-15	89
33	-15	77
34	-15	59
35	-15	26
36	-15	9
37	-15	2
38	-15	0
39	-15	0
40	-15	0
41	-15	0
42	-15	0
43	-15	0
44	-15	0
45	-15	0
46	-15	0
47	-15	0
48	-15	0
49	-15	0
50	-15	0
10	-14	0
11	-14	0
12	-14	0
13	-14	0
14	-14	0
15	-14	0
16	-14	1
17	-14	0
18	-14	0
19	-14	0
20	-14	0
21	-14	2
22	-14	4
23	-14	6
24	-14	10
25	-14	28
26	-14	26
27	-14	109
28	-14	137
29	-14	1262
30	-14	1638
31	-14	938
32	-14	854
33	-14	952
34	-14	494
35	-14	111
36	-14	26
37	-14	19
38	-14	8
39	-14	5
40	-14	3
41	-14	1
42	-14	0
43	-14	1
44	-14	0
45	-14	0
46	-14	0
47	-14	0
48	-14	0
49	-14	0
50	-14	0
10	-13	0
11	-13	0
12	-13	0
13	-13	0
14	-13	0
15	-13	1
16	-13	1
17	-13	1
18	-13	0
19	-13	2
20	-13	6
21	-13	6
22	-13	12
23	-13	24
24	-13	56
25	-13	68
26	-13	58
27	-13	81
28	-13	126
29	-13	187
30	-13	1610
31	-13	3807
32	-13	4918
33	-13	3539
34	-13	1089
35	-13	156
36	-13	26
37	-13	11
38	-13	7
39	-13	1
40	-13	0
41	-13	0
42	-13	0
43	-13	0
44	-13	0
45	-13	0
46	-13	0
47	-13	0
48	-13	0
49	-13	0
50	-13	0
10	-12	0
11	-12	0
12	-12	0
13	-12	0
14	-12	0
15	-12	3
16	-12	0
17	-12	1
18	-12	2
19	-12	10
20	-12	9
21	-12	19
22	-12	43
23	-12	66
24	-12	103
25	-12	154
26	-12	139
27	-12	323
28	-12	369
29	-12	4108
30	-12	9013
31	-12	12949
32	-12	8833
33	-12	2865
34	-12	487
35	-12	86
36	-12	34
37	-12	11
38	-12	3
39	-12	0
40	-12	0
41	-12	0
42	-12	0
43	-12	0
44	-12	0
45	-12	0
46	-12	0
47	-12	0
48	-12	0
49	-12	0
50	-12	0
10	-11	0
11	-11	0
12	-11	0
13	-11	0
14	-11	0
15	-11	1
16	-11	1
17	-11	0
18	-11	4
19	-11	4
20	-11	10
21	-11	11
22	-11	34
23	-11	93
24	-11	104
25	-11	86
26	-11	128
27	-11	172
28	-11	954
29	-11	4966
30	-11	8567
31	-11	6442
32	-11	2511
33	-11	809
34	-11	338
35	-11	75
36	-11	22
37	-11	7
38	-11	1
39	-11	1
40	-11	1
41	-11	0
42	-11	0
43	-11	0
44	-11	0
45	-11	0
46	-11	0
47	-11	0
48	-11	0
49	-11	0
50	-11	0
10	-10	0
11	-10	0
12	-10	0
13	-10	0
14	-10	0
15	-10	0
16	-10	2
17	-10	0
18	-10	0
19	-10	0
20	-10	6
21	-10	10
22	-10	14
23	-10	22
24	-10	28
25	-10	49
26	-10	43
27	-10	130
28	-10	425
29	-10	1090
30	-10	2032
31	-10	2615
32	-10	2420
33	-10	1703
34	-10	628
35	-10	121
36	-10	55
37	-10	18
38	-10	2
39	-10	0
40	-10	1
41	-10	0
42	-10	0
43	-10	0
44	-10	0
45	-10	0
46	-10	0
47	-10	0
48	-10	0
49	-10	0
50	-10	0
10	-9	0
11	-9	0
12	-9	0
13	-9	0
14	-9	0
15	-9	1
16	-9	0
17	-9	1
18	-9	10
19	-9	7
20	-9	85
21	-9	569
22	-9	345
23	-9	226
24	-9	110
25	-9	96
26	-9	105
27	-9	216
28	-9	390
29	-9	1534
30	-9	4640
31	-9	6498
32	-9	5690
33	-9	2354
34	-9	564
35	-9	79
36	-9	13
37	-9	17
38	-9	1
39	-9	0
40	-9	0
41	-9	0
42	-9	0
43	-9	0
44	-9	0
45	-9	0
46	-9	0
47	-9	0
48	-9	0
49	-9	0
50	-9	0
10	-8	0
11	-8	0
12	-8	0
13	-8	0
14	-8	0
15	-8	0
16	-8	2
17	-8	1
18	-8	0
19	-8	2
20	-8	6
21	-8	29
22	-8	24
23	-8	19
24	-8	39
25	-8	75
26	-8	138
27	-8	216
28	-8	498
29	-8	1879
30	-8	3592
31	-8	3840
32	-8	2242
33	-8	780
34	-8	230
35	-8	61
36	-8	13
37	-8	3
38	-8	1
39	-8	0
40	-8	1
41	-8	0
42	-8	0
43	-8	0
44	-8	0
45	-8	0
46	-8	0
47	-8	0
48	-8	0
49	-8	0
50	-8	0
10	-7	0
11	-7	0
12	-7	0
13	-7	0
14	-7	0
15	-7	0
16	-7	1
17	-7	0
18	-7	1
19	-7	0
20	-7	7
21	-7	7
22	-7	13
23	-7	15
24	-7	52
25	-7	100
26	-7	177
27	-7	211
28	-7	370
29	-7	696
30	-7	1398
31	-7	1915
32	-7	1985
33	-7	1441
34	-7	480
35	-7	82
36	-7	11
37	-7	5
38	-7	1
39	-7	0
40	-7	0
41	-7	0
42	-7	0
43	-7	0
44	-7	0
45	-7	0
46	-7	0
47	-7	0
48	-7	0
49	-7	0
50	-7	0
10	-6	0
11	-6	0
12	-6	0
13	-6	0
14	-6	0
15	-6	1
16	-6	0
17	-6	2
18	-6	7
19	-6	3
20	-6	11
21	-6	8
22	-6	17
23	-6	52
24	-6	96
25	-6	176
26	-6	203
27	-6	226
28	-6	289
29	-6	1320
30	-6	3448
31	-6	4509
32	-6	3551
33	-6	1402
34	-6	259
35	-6	62
36	-6	24
37	-6	13
38	-6	0
39	-6	0
40	-6	0
41	-6	1
42	-6	0
43	-6	0
44	-6	0
45	-6	0
46	-6	0
47	-6	0
48	-6	0
49	-6	0
50	-6	0
10	-5	0
11	-5	0
12	-5	0
13	-5	0
14	-5	0
15	-5	0
16	-5	4
17	-5	1
18	-5	2
19	-5	0
20	-5	1
21	-5	12
22	-5	27
23	-5	69
24	-5	119
25	-5	128
26	-5	148
27	-5	159
28	-5	321
29	-5	1374
30	-5	2616
31	-5	2799
32	-5	1461
33	-5	665
34	-5	252
35	-5	61
36	-5	12
37	-5	2
38	-5	2
39	-5	0
40	-5	0
41	-5	0
42	-5	0
43	-5	0
44	-5	0
45	-5	0
46	-5	0
47	-5	0
48	-5	0
49	-5	0
50	-5	0
10	-4	0
11	-4	0
12	-4	0
13	-4	0
14	-4	0
15	-4	2
16	-4	3
17	-4	3
18	-4	1
19	-4	3
20	-4	2
21	-4	13
22	-4	37
23	-4	126
24	-4	112
25	-4	99
26	-4	110
27	-4	110
28	-4	208
29	-4	380
30	-4	1425
31	-4	2372
32	-4	2339
33	-4	1363
34	-4	359
35	-4	41
36	-4	9
37	-4	2
38	-4	2
39	-4	1
40	-4	0
41	-4	0
42	-4	0
43	-4	0
44	-4	0
45	-4	0
46	-4	0
47	-4	0
48	-4	0
49	-4	0
50	-4	0
10	-3	0
11	-3	0
12	-3	0
13	-3	0
14	-3	0
15	-3	1
16	-3	1
17	-3	1
18	-3	0
19	-3	1
20	-3	10
21	-3	34
22	-3	74
23	-3	146
24	-3	150
25	-3	141
26	-3	158
27	-3	201
28	-3	281
29	-3	1262
30	-3	4069
31	-3	5973
32	-3	4667
33	-3	1797
34	-3	237
35	-3	28
36	-3	9
37	-3	3
38	-3	2
39	-3	0
40	-3	0
41	-3	0
42	-3	0
43	-3	0
44	-3	0
45	-3	0
46	-3	0
47	-3	0
48	-3	0
49	-3	0
50	-3	0
10	-2	0
11	-2	0
12	-2	0
13	-2	0
14	-2	0
15	-2	1
16	-2	1
17	-2	0
18	-2	1
19	-2	2
20	-2	23
21	-2	81
22	-2	94
23	-2	93
24	-2	100
25	-2	101
26	-2	140
27	-2	150
28	-2	367
29	-2	1581
30	-2	2606
31	-2	2001
32	-2	835
33	-2	253
34	-2	72
35	-2	13
36	-2	3
37	-2	1
38	-2	0
39	-2	0
40	-2	0
41	-2	0
42	-2	0
43	-2	0
44	-2	0
45	-2	0
46	-2	0
47	-2	0
48	-2	0
49	-2	0
50	-2	0
10	-1	0
11	-1	0
12	-1	0
13	-1	0
14	-1	0
15	-1	1
16	-1	0
17	-1	0
18	-1	8
19	-1	12
20	-1	18
21	-1	47
22	-1	25
23	-1	72
24	-1	72
25	-1	66
26	-1	68
27	-1	101
28	-1	239
29	-1	528
30	-1	1454
31	-1	1754
32	-1	1806
33	-1	952
34	-1	119
35	-1	10
36	-1	2
37	-1	3
38	-1	1
39	-1	1
40	-1	0
41	-1	0
42	-1	0
43	-1	0
44	-1	0
45	-1	0
46	-1	0
47	-1	0
48	-1	0
49	-1	0
50	-1	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	2
17	0	0
18	0	5
19	0	20
20	0	20
21	0	36
22	0	43
23	0	56
24	0	55
25	0	78
26	0	82
27	0	121
28	0	215
29	0	453
30	0	2087
31	0	3124
32	0	2889
33	0	1278
34	0	116
35	0	10
36	0	3
37	0	4
38	0	2
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
10	1	0
11	1	0
12	1	0
13	1	0
14	1	0
15	1	0
16	1	3
17	1	11
18	1	15
19	1	22
20	1	17
21	1	26
22	1	38
23	1	45
24	1	83
25	1	109
26	1	130
27	1	179
28	1	788
29	1	2800
30	1	4454
31	1	3340
32	1	1550
33	1	312
34	1	60
35	1	15
36	1	4
37	1	1
38	1	1
39	1	1
40	1	0
41	1	0
42	1	0
43	1	0
44	1	0
45	1	0
46	1	0
47	1	0
48	1	0
49	1	0
50	1	0
10	2	0
11	2	0
12	2	0
13	2	0
14	2	0
15	2	2
16	2	6
17	2	10
18	2	14
19	2	11
20	2	21
21	2	39
22	2	56
23	2	62
24	2	88
25	2	102
26	2	162
27	2	219
28	2	501
29	2	1208
30	2	2858
31	2	4313
32	2	4467
33	2	3139
34	2	1216
35	2	125
36	2	12
37	2	5
38	2	2
39	2	0
40	2	0
41	2	1
42	2	0
43	2	0
44	2	0
45	2	0
46	2	0
47	2	0
48	2	0
49	2	0
50	2	0
10	3	0
11	3	0
12	3	0
13	3	0
14	3	0
15	3	1
16	3	5
17	3	6
18	3	7
19	3	8
20	3	2
21	3	13
22	3	23
23	3	37
24	3	41
25	3	74
26	3	72
27	3	128
28	3	147
29	3	880
30	3	1818
31	3	2067
32	3	1396
33	3	467
34	3	58
35	3	13
36	3	2
37	3	2
38	3	1
39	3	0
40	3	1
41	3	0
42	3	0
43	3	0
44	3	0
45	3	0
46	3	0
47	3	0
48	3	0
49	3	0
50	3	0
10	4	0
11	4	0
12	4	0
13	4	0
14	4	0
15	4	2
16	4	6
17	4	3
18	4	0
19	4	7
20	4	5
21	4	22
22	4	26
23	4	43
24	4	55
25	4	64
26	4	68
27	4	92
28	4	310
29	4	982
30	4	1642
31	4	1420
32	4	780
33	4	321
34	4	140
35	4	20
36	4	10
37	4	1
38	4	0
39	4	0
40	4	1
41	4	0
42	4	0
43	4	0
44	4	0
45	4	0
46	4	0
47	4	0
48	4	0
49	4	0
50	4	0
10	5	0
11	5	0
12	5	0
13	5	0
14	5	0
15	5	1
16	5	1
17	5	5
18	5	2
19	5	7
20	5	6
21	5	18
22	5	21
23	5	43
24	5	53
25	5	48
26	5	80
27	5	96
28	5	175
29	5	318
30	5	986
31	5	1577
32	5	1720
33	5	1104
34	5	261
35	5	38
36	5	10
37	5	3
38	5	0
39	5	0
40	5	0
41	5	0
42	5	0
43	5	0
44	5	0
45	5	0
46	5	0
47	5	0
48	5	0
49	5	0
50	5	0
10	6	0
11	6	0
12	6	0
13	6	0
14	6	0
15	6	3
16	6	0
17	6	1
18	6	4
19	6	12
20	6	19
21	6	23
22	6	35
23	6	55
24	6	71
25	6	67
26	6	89
27	6	167
28	6	233
29	6	1239
30	6	3509
31	6	5041
32	6	3712
33	6	1252
34	6	178
35	6	40
36	6	11
37	6	4
38	6	1
39	6	0
40	6	0
41	6	0
42	6	0
43	6	0
44	6	0
45	6	0
46	6	0
47	6	0
48	6	0
49	6	0
50	6	0
10	7	0
11	7	0
12	7	0
13	7	0
14	7	0
15	7	1
16	7	2
17	7	1
18	7	4
19	7	6
20	7	8
21	7	20
22	7	28
23	7	31
24	7	58
25	7	63
26	7	97
27	7	116
28	7	278
29	7	1266
30	7	2271
31	7	2788
32	7	1197
33	7	317
34	7	151
35	7	36
36	7	3
37	7	3
38	7	0
39	7	0
40	7	0
41	7	0
42	7	0
43	7	0
44	7	0
45	7	0
46	7	0
47	7	0
48	7	0
49	7	0
50	7	0
10	8	0
11	8	0
12	8	0
13	8	0
14	8	0
15	8	1
16	8	0
17	8	2
18	8	4
19	8	6
20	8	10
21	8	21
22	8	25
23	8	29
24	8	42
25	8	43
26	8	66
27	8	86
28	8	179
29	8	393
30	8	1003
31	8	1349
32	8	1460
33	8	1005
34	8	244
35	8	38
36	8	4
37	8	0
38	8	1
39	8	0
40	8	1
41	8	0
42	8	0
43	8	0
44	8	0
45	8	0
46	8	0
47	8	0
48	8	0
49	8	0
50	8	0
10	9	0
11	9	0
12	9	0
13	9	0
14	9	0
15	9	8
16	9	4
17	9	4
18	9	2
19	9	3
20	9	16
21	9	21
22	9	37
23	9	50
24	9	59
25	9	83
26	9	74
27	9	133
28	9	204
29	9	1168
30	9	2801
31	9	3590
32	9	3010
33	9	1125
34	9	199
35	9	25
36	9	15
37	9	2
38	9	0
39	9	0
40	9	0
41	9	0
42	9	0
43	9	0
44	9	0
45	9	0
46	9	0
47	9	0
48	9	0
49	9	0
50	9	0
10	10	0
11	10	0
12	10	0
13	10	0
14	10	0
15	10	2
16	10	3
17	10	1
18	10	5
19	10	2
20	10	6
21	10	17
22	10	26
23	10	50
24	10	55
25	10	71
26	10	48
27	10	115
28	10	319
29	10	1222
30	10	2598
31	10	2470
32	10	1210
33	10	387
34	10	155
35	10	25
36	10	4
37	10	2
38	10	0
39	10	0
40	10	0
41	10	0
42	10	0
43	10	0
44	10	0
45	10	0
46	10	0
47	10	0
48	10	0
49	10	0
50	10	0
10	11	0
11	11	0
12	11	0
13	11	0
14	11	0
15	11	0
16	11	1
17	11	3
18	11	2
19	11	0
20	11	10
21	11	15
22	11	37
23	11	45
24	11	39
25	11	51
26	11	59
27	11	77
28	11	166
29	11	344
30	11	890
31	11	1370
32	11	1587
33	11	969
34	11	254
35	11	38
36	11	5
37	11	3
38	11	1
39	11	0
40	11	0
41	11	0
42	11	0
43	11	0
44	11	0
45	11	0
46	11	0
47	11	0
48	11	0
49	11	0
50	11	0
10	12	0
11	12	0
12	12	0
13	12	0
14	12	0
15	12	1
16	12	5
17	12	5
18	12	4
19	12	3
20	12	8
21	12	17
22	12	40
23	12	31
24	12	50
25	12	57
26	12	94
27	12	141
28	12	199
29	12	1176
30	12	2995
31	12	3708
32	12	2757
33	12	941
34	12	189
35	12	40
36	12	15
37	12	2
38	12	1
39	12	1
40	12	0
41	12	0
42	12	0
43	12	0
44	12	0
45	12	0
46	12	0
47	12	0
48	12	0
49	12	0
50	12	0
10	13	0
11	13	0
12	13	0
13	13	0
14	13	0
15	13	5
16	13	4
17	13	5
18	13	4
19	13	8
20	13	8
21	13	14
22	13	33
23	13	57
24	13	63
25	13	64
26	13	75
27	13	113
28	13	297
29	13	1376
30	13	2448
31	13	2114
32	13	1176
33	13	597
34	13	126
35	13	25
36	13	1
37	13	1
38	13	0
39	13	0
40	13	0
41	13	0
42	13	0
43	13	0
44	13	0
45	13	0
46	13	0
47	13	0
48	13	0
49	13	0
50	13	0
10	14	0
11	14	0
12	14	0
13	14	0
14	14	0
15	14	1
16	14	1
17	14	1
18	14	3
19	14	10
20	14	6
21	14	12
22	14	13
23	14	40
24	14	56
25	14	64
26	14	73
27	14	81
28	14	160
29	14	368
30	14	893
31	14	1622
32	14	2075
33	14	1430
34	14	412
35	14	59
36	14	6
37	14	3
38	14	1
39	14	1
40	14	1
41	14	0
42	14	0
43	14	0
44	14	0
45	14	0
46	14	0
47	14	0
48	14	0
49	14	0
50	14	0
10	15	0
11	15	0
12	15	0
13	15	0
14	15	0
15	15	1
16	15	8
17	15	1
18	15	5
19	15	4
20	15	8
21	15	27
22	15	42
23	15	56
24	15	63
25	15	98
26	15	99
27	15	146
28	15	181
29	15	1247
30	15	3599
31	15	5786
32	15	4694
33	15	1363
34	15	180
35	15	38
36	15	8
37	15	2
38	15	2
39	15	1
40	15	0
41	15	0
42	15	0
43	15	0
44	15	0
45	15	0
46	15	0
47	15	0
48	15	0
49	15	0
50	15	0
10	16	0
11	16	0
12	16	0
13	16	0
14	16	0
15	16	0
16	16	3
17	16	5
18	16	5
19	16	8
20	16	8
21	16	11
22	16	28
23	16	36
24	16	50
25	16	64
26	16	55
27	16	101
28	16	301
29	16	1467
30	16	2588
31	16	2119
32	16	954
33	16	336
34	16	112
35	16	28
36	16	7
37	16	2
38	16	0
39	16	0
40	16	1
41	16	0
42	16	0
43	16	0
44	16	0
45	16	0
46	16	0
47	16	0
48	16	0
49	16	0
50	16	0
10	17	0
11	17	0
12	17	0
13	17	0
14	17	0
15	17	1
16	17	2
17	17	0
18	17	1
19	17	4
20	17	8
21	17	24
22	17	31
23	17	49
24	17	53
25	17	53
26	17	49
27	17	90
28	17	206
29	17	477
30	17	1432
31	17	1980
32	17	2110
33	17	1144
34	17	296
35	17	52
36	17	6
37	17	2
38	17	1
39	17	0
40	17	1
41	17	0
42	17	0
43	17	0
44	17	0
45	17	0
46	17	0
47	17	0
48	17	0
49	17	0
50	17	0
10	18	0
11	18	0
12	18	0
13	18	0
14	18	0
15	18	0
16	18	0
17	18	3
18	18	2
19	18	8
20	18	13
21	18	15
22	18	22
23	18	26
24	18	50
25	18	48
26	18	85
27	18	114
28	18	178
29	18	901
30	18	2863
31	18	4083
32	18	3084
33	18	1080
34	18	181
35	18	41
36	18	7
37	18	8
38	18	3
39	18	0
40	18	0
41	18	0
42	18	0
43	18	0
44	18	0
45	18	0
46	18	0
47	18	0
48	18	0
49	18	0
50	18	0
10	19	0
11	19	0
12	19	0
13	19	0
14	19	0
15	19	3
16	19	1
17	19	0
18	19	1
19	19	3
20	19	3
21	19	18
22	19	36
23	19	22
24	19	42
25	19	50
26	19	84
27	19	128
28	19	554
29	19	1435
30	19	2597
31	19	2022
32	19	820
33	19	330
34	19	180
35	19	37
36	19	6
37	19	1
38	19	0
39	19	0
40	19	0
41	19	0
42	19	0
43	19	0
44	19	0
45	19	0
46	19	0
47	19	0
48	19	0
49	19	0
50	19	0
10	20	0
11	20	0
12	20	0
13	20	0
14	20	0
15	20	2
16	20	0
17	20	0
18	20	5
19	20	8
20	20	3
21	20	23
22	20	14
23	20	40
24	20	42
25	20	55
26	20	77
27	20	86
28	20	250
29	20	408
30	20	1028
31	20	1246
32	20	1339
33	20	913
34	20	234
35	20	49
36	20	9
37	20	2
38	20	0
39	20	0
40	20	0
41	20	0
42	20	0
43	20	0
44	20	0
45	20	0
46	20	0
47	20	0
48	20	0
49	20	0
50	20	0
10	21	0
11	21	0
12	21	0
13	21	0
14	21	0
15	21	0
16	21	3
17	21	5
18	21	2
19	21	2
20	21	13
21	21	13
22	21	32
23	21	60
24	21	80
25	21	98
26	21	86
27	21	162
28	21	340
29	21	1487
30	21	3451
31	21	4392
32	21	2906
33	21	1151
34	21	166
35	21	40
36	21	14
37	21	5
38	21	1
39	21	1
40	21	2
41	21	0
42	21	0
43	21	0
44	21	0
45	21	0
46	21	0
47	21	0
48	21	0
49	21	0
50	21	0
10	22	0
11	22	0
12	22	0
13	22	0
14	22	0
15	22	2
16	22	0
17	22	3
18	22	2
19	22	5
20	22	7
21	22	17
22	22	33
23	22	35
24	22	56
25	22	66
26	22	76
27	22	145
28	22	394
29	22	1370
30	22	2391
31	22	2029
32	22	918
33	22	282
34	22	128
35	22	32
36	22	5
37	22	1
38	22	1
39	22	0
40	22	0
41	22	0
42	22	0
43	22	0
44	22	0
45	22	0
46	22	0
47	22	0
48	22	0
49	22	0
50	22	0
10	23	0
11	23	0
12	23	0
13	23	0
14	23	0
15	23	0
16	23	4
17	23	1
18	23	1
19	23	3
20	23	7
21	23	12
22	23	27
23	23	28
24	23	45
25	23	47
26	23	58
27	23	71
28	23	178
29	23	420
30	23	995
31	23	1397
32	23	1511
33	23	1024
34	23	346
35	23	32
36	23	7
37	23	5
38	23	2
39	23	0
40	23	0
41	23	0
42	23	0
43	23	0
44	23	0
45	23	0
46	23	0
47	23	0
48	23	0
49	23	0
50	23	0
10	24	0
11	24	0
12	24	0
13	24	0
14	24	0
15	24	2
16	24	4
17	24	0
18	24	0
19	24	0
20	24	6
21	24	14
22	24	56
23	24	56
24	24	79
25	24	99
26	24	103
27	24	113
28	24	245
29	24	1235
30	24	3245
31	24	4312
32	24	3116
33	24	961
34	24	182
35	24	33
36	24	13
37	24	3
38	24	2
39	24	0
40	24	0
41	24	0
42	24	0
43	24	0
44	24	0
45	24	0
46	24	0
47	24	0
48	24	0
49	24	0
50	24	0
10	25	0
11	25	0
12	25	0
13	25	0
14	25	0
15	25	3
16	25	4
17	25	0
18	25	2
19	25	4
20	25	2
21	25	20
22	25	21
23	25	33
24	25	50
25	25	50
26	25	65
27	25	104
28	25	299
29	25	1239
30	25	2029
31	25	1880
32	25	988
33	25	307
34	25	94
35	25	25
36	25	9
37	25	1
38	25	0
39	25	0
40	25	0
41	25	0
42	25	0
43	25	0
44	25	0
45	25	0
46	25	0
47	25	0
48	25	0
49	25	0
50	25	0
10	26	0
11	26	0
12	26	0
13	26	0
14	26	0
15	26	2
16	26	2
17	26	2
18	26	2
19	26	4
20	26	5
21	26	9
22	26	19
23	26	27
24	26	40
25	26	44
26	26	62
27	26	76
28	26	167
29	26	337
30	26	922
31	26	1385
32	26	1463
33	26	1114
34	26	307
35	26	50
36	26	0
37	26	0
38	26	3
39	26	0
40	26	1
41	26	0
42	26	0
43	26	0
44	26	0
45	26	0
46	26	0
47	26	0
48	26	0
49	26	0
50	26	0
10	27	0
11	27	0
12	27	0
