# Created by: riboviz
# Date: 2026-03-12 12:44:13.526794
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
YAL015C	61	16	33	1.42869051076597e-06	0.00428517325097136	1.17907681645565e-07
YAL014C	76	29	70	9.17889084144143e-06	0.312168741780223	0.000368392950132839
YAL013W	109	48	77	1.82809893188128e-05	0.014801340779147	4.15007757202941e-06
YAL012W	4613	1613	2566	6.30399213460483e-55	4.36287786716039e-27	2.24035343894698e-77
YAL011W	63	22	28	1.303848719408e-05	0.00019935791684033	2.15819226233782e-08
YAL010C	68	38	49	0.0019505353982843	0.0518465841908276	0.000708032645942307
YAL009W	56	19	34	3.36290947250259e-05	0.0145988351330392	6.4901396858124e-06
YAL008W	126	34	98	1.47650629267305e-08	0.0384634293483655	1.16376474191312e-07
YAL007C	520	201	355	4.9984333187143e-17	5.23007011310021e-05	3.47480035329171e-18
YAL005C	44650	17192	25403	2.97031796350574e-87	1.06681235861658e-44	4.00748991693223e-126
YAL003W	10812	4333	6177	1.67063427422661e-29	3.31706390255874e-13	5.10183328957825e-39
YAL002W	66	29	52	0.000119582459599838	0.110223234580137	0.000266035011837736
YAL001C	180	60	95	5.44527033664901e-13	6.79176741197028e-07	1.45941445766121e-17
YAR002W	336	126	254	2.60080490860319e-17	0.00237203605247385	1.15169625758316e-15
YAR002C-A	675	286	442	1.07832965461898e-19	1.3443902759043e-06	1.72673067598229e-22
YAR003W	115	46	60	9.24886197564717e-08	3.28746767112614e-05	3.78471479042745e-11
YAR007C	562	209	352	4.68904553304767e-28	1.51135537154224e-09	4.99591510592917e-33
YAR008W	74	20	41	3.82090492133192e-07	0.00296042182460995	2.63132970030777e-08
YAR014C	307	128	160	2.66307114793102e-14	3.77599101682756e-10	1.99015501368014e-22
YAR015W	622	322	361	1.36794390661268e-14	4.89111107911e-09	1.93402983234422e-21
YAR018C	82	31	43	7.2345008748889e-06	0.000666678097454866	4.76805316215782e-08
YAR019C	68	29	42	4.55676961519862e-05	0.00803497104781991	3.92594717770467e-06
YAR027W	113	53	76	5.37940460326136e-05	0.0108650510378429	6.46350584991285e-06
YAR028W	78	32	52	4.95503594430489e-05	0.0081699609404697	4.28269947158259e-06
YAR031W	45	27	39	0.0227520577676003	0.252771388103571	0.0297165526864395
YAR033W	57	24	30	0.000396831098223131	0.00605467300248868	1.68849742848684e-05
YAR042W	236	96	128	4.41087924110752e-13	4.41680636079593e-08	4.93012437193119e-19
YAR071W	2786	1176	1734	3.12232084489811e-44	1.53350228624997e-16	3.2598467474912e-55
YBL107C	73	49	35	0.0234746507267919	0.00218704663848597	0.000313114606622614
YBL106C	95	35	60	1.12629539192908e-07	0.00236225241461428	7.63198949858874e-09
YBL105C	333	128	209	1.07580631857262e-19	4.56782694174566e-07	3.81778393188232e-23
YBL104C	185	64	125	5.15447146338681e-14	0.000388618673251063	1.12824749011799e-14
YBL103C	102	32	44	3.08884054546385e-08	6.05145051688262e-06	2.22522124974528e-12
YBL102W	285	88	165	1.30301208559769e-15	1.83878848480557e-05	8.67796425628356e-18
YBL101C	241	106	157	2.81366267210377e-11	5.14524507058064e-05	7.91202412272635e-14
YBL099W	2131	817	1304	6.33006918907987e-47	7.27385458652734e-19	1.96497200899655e-60
YBL098W	271	107	180	6.17195620566935e-14	3.14742723936703e-05	3.47825252128832e-16
YBL097W	161	62	78	1.32814568106644e-09	1.3152359406785e-06	2.53344769647482e-14
YBL093C	136	52	95	3.36121009123291e-08	0.00520450084675966	9.07157309882145e-09
YBL092W	10982	4269	6171	4.36469844689734e-18	8.8996363974435e-09	4.31035040065265e-24
YBL091C-A	49	16	29	4.28793404001486e-05	0.013111257532239	6.833683218119e-06
YBL091C	645	263	440	3.01377395583864e-20	4.17344371490352e-07	1.26551149567169e-23
YBL090W	114	45	63	3.2096899578505e-07	0.000342322082440241	1.59822649839791e-09
YBL089W	75	29	45	1.3754211499587e-05	0.00520828625398193	8.92292026081123e-07
YBL088C	65	21	31	1.80220032250176e-06	0.000300951029354844	5.92320101465646e-09
YBL087C	5725	2116	3667	6.70398010949292e-20	6.66913490214102e-08	1.95876984299252e-24
YBL086C	112	44	71	3.5944664613452e-07	0.00190333562959517	1.42225464314212e-08
YBL085W	279	97	200	8.29787585552615e-18	0.000370851699866296	2.10533259270709e-17
YBL084C	84	39	63	2.81440055559361e-05	0.0387396161350162	2.09700960510581e-05
YBL082C	176	54	96	3.53970136947331e-13	5.38039744211507e-06	1.33110151019789e-16
YBL081W	120	50	76	8.31456417888772e-07	0.00142367751686548	1.92834213878163e-08
YBL080C	54	19	25	7.48023710760644e-05	0.00113477333304459	6.50544735030109e-07
YBL079W	756	320	497	2.15411325055407e-32	3.24552865811581e-11	1.07541933625523e-38
YBL078C	63	19	34	0.000150419096014419	0.0296277164818563	5.01835189689708e-05
YBL076C	7624	2956	4723	3.59971600027904e-114	4.32434562169858e-40	2.6263197720044e-142
YBL074C	51	16	37	2.12381111581529e-05	0.086839006645768	5.74867334715768e-05
YBL072C	17756	6076	9046	9.22221235478862e-33	1.27718147517545e-18	2.4808374411794e-48
YBL071W-A	132	50	71	9.23767871200634e-07	0.000510283518818429	6.16163815527662e-09
YBL069W	193	90	112	1.09061620650663e-08	6.09847805527866e-05	1.24073769186013e-11
YBL068W	431	169	309	9.69444175599152e-17	0.000113306277224951	1.82136711992624e-17
YBL067C	198	61	114	4.57534019914408e-16	1.73622510766903e-06	1.55128456159641e-19
YBL066C	63	25	30	3.66674714884418e-05	0.000613460025801014	1.79433972253402e-07
YBL064C	229	121	170	3.55916531393608e-07	0.00469404005699081	4.57901809210517e-08
YBL063W	107	45	74	7.57608294425691e-07	0.0111427804928922	2.62834316148616e-07
YBL061C	293	100	189	6.29378300905907e-18	1.1546530468312e-05	8.05986207840373e-20
YBL060W	52	20	48	8.22788194723747e-05	0.315538157879863	0.00133252564426443
YBL059C-A	80	29	56	3.8987536394868e-05	0.0313967306391595	1.98573977959078e-05
YBL059W	32	18	31	0.0265966073786684	0.469029613959746	0.077508328582793
YBL058W	978	382	567	1.24498230786174e-30	1.3815194457967e-12	3.86684114573376e-39
YBL057C	186	55	132	1.59408661793457e-14	0.00132124596361591	3.36098914610425e-14
YBL056W	573	217	363	1.84770859045154e-23	1.77470553417377e-08	5.37789069542892e-28
YBL055C	117	48	79	2.76705604100078e-07	0.00532085182256044	4.48424953093345e-08
YBL054W	174	45	82	3.15000093168939e-15	1.15915131271315e-07	2.3454933213476e-20
YBL052C	56	20	42	8.56113559894264e-05	0.093617741038233	0.000165404484676501
YBL051C	707	255	410	2.43982637865271e-32	3.36535004578865e-13	2.60720728773968e-41
YBL050W	392	148	226	4.21154707187769e-16	1.47629463789241e-07	6.05944741015456e-21
YBL047C	2044	794	1226	6.83296085690582e-75	2.53065141227556e-28	2.57106643900914e-95
YBL046W	154	51	65	2.2302571195057e-11	4.6833255953473e-08	1.67998527390247e-17
YBL045C	893	291	503	5.99061108750739e-38	8.81283530217188e-14	1.53331523292317e-46
YBL042C	280	108	155	5.60652116682835e-15	2.90601568665437e-08	7.16432769720568e-21
YBL041W	753	270	442	1.12981167892509e-21	2.74776623246903e-09	1.1681586747346e-27
YBL040C	444	147	265	6.56099138340411e-19	3.34746854529872e-07	1.01596195937634e-22
YBL039C	1827	710	1140	1.30527178112832e-42	1.24547379728736e-14	2.38601238516015e-51
YBL038W	160	71	92	1.26644352286141e-08	8.81338475364491e-06	1.53039644169526e-12
YBL037W	252	83	155	2.55994756808642e-18	2.70089454920678e-06	5.13349910751632e-21
YBL036C	421	202	255	2.36507934175282e-11	2.72307606258749e-06	1.81216883946003e-15
YBL035C	232	89	156	5.66090538022848e-13	0.000599353106927558	1.23629904489277e-13
YBL034C	206	75	151	2.89484615812513e-14	0.00219809881553215	1.18273154203055e-13
YBL033C	160	60	105	6.6659976639307e-10	0.000260795677988248	7.88239247191929e-12
YBL032W	608	230	386	2.4063955620294e-23	1.05434092556021e-07	7.86245380460916e-27
YBL031W	47	27	38	0.0148522677001663	0.134510306113009	0.0102019756066169
YBL030C	2177	881	1410	3.42949893592925e-33	1.57757786267585e-10	2.39892967263964e-38
YBL029C-A	28	14	26	0.0521447507671255	0.400394462930696	0.0922462313009418
YBL028C	296	128	194	3.13383881022358e-07	0.00401850903651549	3.37780470119498e-08
YBL027W	9797	3905	5964	6.85101795856207e-27	2.25961535806704e-11	1.48835099989549e-34
YBL026W	193	96	131	1.06162609531571e-06	0.00202130275314055	3.61365992152382e-08
YBL025W	43	24	25	0.0223777822693843	0.0327117539539551	0.0032457372935788
YBL024W	1213	463	712	2.27388115371295e-42	4.45065486280704e-17	1.95819569527594e-54
YBL023C	271	91	142	5.99430200527341e-20	1.2419253147685e-09	1.09182826437889e-26
YBL022C	1417	555	886	1.30182939536545e-52	7.12855208616345e-18	1.30635371203407e-63
YBL021C	52	13	36	4.31343463755833e-05	0.14552676284064	0.000213447141683054
YBL020W	147	57	99	5.40401644780674e-09	0.00492326398198235	2.2044501657784e-09
YBL019W	47	14	22	6.78180624602009e-05	0.00225475312842346	1.25947125764605e-06
YBL018C	87	52	81	0.00254629393266667	0.209622092292906	0.00535773613392584
YBL017C	1113	453	687	3.15162675020304e-49	1.1384571325693e-19	2.44080956613032e-63
YBL016W	205	71	120	2.2880555003151e-14	6.5164008089846e-06	1.93598743787071e-17
YBL015W	165	75	110	3.36841503771814e-08	0.00333694419736517	4.87093213697238e-09
YBL014C	66	25	40	1.56282914928188e-05	0.00820897123584449	1.73222912943665e-06
YBL011W	161	56	107	5.67164147869192e-12	0.000814208760117795	1.04750593940024e-12
YBL010C	49	19	28	0.000479334911891419	0.0162397185895274	5.97238069040065e-05
YBL009W	198	62	72	1.00282988058847e-14	6.92401158354443e-13	1.00684233475375e-25
YBL008W	165	53	91	2.14991706406656e-12	5.33395218977684e-05	1.10267552227467e-14
YBL007C	1452	512	910	6.17634771178926e-63	1.61979359523621e-17	5.28332075854535e-71
YBL006C	134	41	96	3.69342053621600e-10	0.0235801118752651	4.26671586030691e-09
YBL005W	73	32	54	3.76403636420154e-05	0.057988873986314	4.59787637037338e-05
YBL004W	1328	470	746	2.14651021153387e-68	3.8869778709726e-29	4.06613173054855e-91
YBL003C	2352	857	1412	5.41404555474707e-18	7.9881721281357e-08	8.18508126653117e-23
YBL002W	2097	861	1345	1.16564325985092e-15	2.89939409113259e-06	6.38931142086314e-19
YBL001C	427	167	256	6.84311645495627e-11	0.000179670428523574	8.18769925219586e-13
YBR001C	241	76	134	1.01214683378797e-14	9.71198917964269e-06	1.74230836871322e-17
YBR002C	98	47	68	0.00017017495886987	0.0178449921409934	2.92934281775844e-05
YBR003W	154	61	103	1.01367285667109e-08	0.00481246868295243	3.36882126616662e-09
YBR004C	102	42	78	6.07788840192255e-07	0.0404329166054657	1.53535996497321e-06
YBR005W	38	21	25	0.0386830733421561	0.0866715193959332	0.0134961172547771
YBR006W	77	24	44	3.94140889972373e-07	0.00277513333408782	2.47860893496291e-08
YBR007C	130	44	64	1.35198953498376e-09	5.84808972240667e-06	1.37924789517256e-13
YBR009C	2529	845	1419	3.4902176455031e-16	8.85333729257031e-08	2.74314815259915e-21
YBR010W	3378	1282	2095	2.45552537160783e-16	4.24885131750875e-06	3.1831576540663e-19
YBR011C	6817	2764	3847	3.5677946121119e-38	6.28163160516452e-19	2.56942392911628e-53
YBR013C	48	14	31	0.000470778239147937	0.0486653373808373	0.000223175088011913
YBR014C	215	89	141	1.53616529930939e-10	0.000425454773108902	4.88065361271968e-12
YBR015C	705	273	458	3.93887432649032e-31	8.79676397236564e-09	2.97290726557185e-34
YBR016W	262	118	146	1.56932750049894e-07	2.61215666676208e-05	4.66896501594226e-11
YBR017C	804	347	526	1.85661077217373e-27	9.02007774721622e-11	3.19562334574301e-34
YBR021W	51	19	27	8.4654765257129e-05	0.00363852480669655	2.59262236341754e-06
YBR022W	123	44	56	1.2536287194362e-07	2.67432669301667e-05	3.9297984850919e-11
YBR023C	547	225	326	2.20507142670523e-25	4.90374017585386e-10	1.33307425330376e-31
YBR024W	54	29	34	0.00396432383186138	0.0220912662452265	0.00048276255341258
YBR025C	4696	1859	2800	9.95777443930598e-47	4.24871631765229e-21	3.96044774681022e-63
YBR026C	487	217	367	7.31799491112748e-17	0.0013782983972035	8.80331172892042e-16
YBR028C	160	72	119	5.62391770709463e-08	0.0127797833527372	4.90307168956116e-08
YBR029C	344	135	218	1.18648843616675e-15	2.44690175516594e-06	5.17144611790035e-19
YBR030W	103	41	75	1.05409403523492e-07	0.0233724838065867	1.93024651901677e-07
YBR031W	19495	7904	11728	6.56015500474898e-52	2.23208870328685e-24	1.61896020472668e-71
YBR034C	488	206	280	3.85338665531352e-16	2.31146070185025e-09	3.70362990994911e-23
YBR035C	487	229	309	1.80228442514651e-14	1.8655696422078e-06	3.15060963106526e-18
YBR036C	549	210	409	1.10089197369461e-23	5.89943543042415e-05	7.73828879754973e-23
YBR037C	149	51	98	5.01792622032445e-10	0.00152707381479255	7.07738685282586e-11
YBR038W	629	263	393	2.92553890553111e-23	1.87052187263913e-09	3.79508959012721e-29
YBR039W	846	378	524	4.31185059483163e-22	1.64418919814943e-08	5.6862987324101e-27
YBR041W	327	161	227	1.0565700459693e-12	2.47910011321685e-05	2.29161190410039e-15
YBR042C	186	73	110	2.47304570692716e-10	2.32610506811079e-05	1.68866821353539e-13
YBR043C	39	20	35	0.0121810266727169	0.364518041515697	0.0331118032218121
YBR044C	48	16	30	4.16371856835841e-05	0.0209126645904852	1.213686806718e-05
YBR046C	186	76	124	4.52256972054504e-09	0.00225655582770901	6.30252288001985e-10
YBR047W	35	16	21	0.00655312288498019	0.0400107124465699	0.00138544755870663
YBR048W	6612	2338	3951	5.62357310558854e-25	2.48382258041099e-09	2.43653927060249e-30
YBR049C	522	192	327	1.69447299871847e-25	7.23929342848531e-09	4.13624437264711e-30
YBR052C	402	149	237	1.31370839890889e-13	6.39057051730113e-06	7.51826542576699e-17
YBR053C	126	42	66	4.63337416946896e-09	0.000105150326808218	1.1775686284079e-11
YBR054W	37	25	18	0.054929487754605	0.0106151358198391	0.00289343507332333
YBR055C	140	58	89	3.27653791996242e-08	0.000664839974507246	5.64682977407282e-10
YBR056W	219	91	133	1.62976724092032e-10	0.000117255175131335	9.20847726764196e-13
YBR057C	137	52	75	9.36710645144086e-09	1.1295489794739e-05	1.55436942071434e-12
YBR058C	395	174	259	3.55841058052315e-15	8.32269603321044e-07	3.04721832328622e-19
YBR058C-A	284	133	147	1.2491430640885e-06	0.000581816701094506	9.23877661936036e-09
YBR059C	487	184	330	2.08212455373097e-24	3.3125550545391e-07	6.5129034248673e-27
YBR060C	90	45	62	1.96893364231425e-05	0.0100097642900955	2.66069970984403e-06
YBR061C	190	61	91	1.27148377826072e-11	1.73537632954383e-07	4.38461572249577e-17
YBR062C	75	28	48	2.75532605897187e-05	0.0131125275142453	4.85684044849897e-06
YBR065C	76	31	44	3.31579435771796e-05	0.00589427533858043	2.09702200144735e-06
YBR066C	68	26	39	4.12860959603133e-05	0.00412922854789736	1.64814826935105e-06
YBR067C	1099	402	629	6.6529813063633e-24	7.04220195954243e-13	6.0259743807996e-34
YBR068C	1657	581	1028	9.21702225181638e-52	1.40787824043755e-16	3.79251278289791e-61
YBR069C	1222	469	703	1.8375317836883e-40	1.69845296854576e-17	1.9909948761786e-53
YBR070C	48	28	55	0.0182893394915093	0.7243623841142	0.145294255956744
YBR071W	183	62	93	2.57067940130654e-09	4.44537136865189e-05	2.55541968032293e-12
YBR072W	70	40	58	0.00683301177592568	0.189089711231765	0.00897098205236526
YBR073W	407	174	253	1.65352163675698e-18	1.52041204493983e-08	3.79381894462413e-24
YBR074W	444	164	266	1.13555056935536e-24	1.46156163489398e-09	2.07998142278122e-30
YBR077C	141	62	82	2.77690486359678e-06	0.000375564209604162	1.1014075772586e-08
YBR078W	8838	3160	4568	1.51483927657375e-62	3.89551956975659e-41	2.25914400773977e-100
YBR079C	2455	989	1536	1.61332448502032e-66	6.61077475864913e-25	4.29302136740103e-84
YBR080C	929	341	547	1.88369568744199e-38	1.22736175128654e-16	1.08556994764593e-50
YBR081C	253	90	164	1.32768975241668e-16	3.6705776927169e-05	4.21967740869636e-18
YBR082C	1663	597	997	1.31050960783614e-20	2.32350952936207e-08	1.33589504106782e-25
YBR083W	195	67	115	1.42577823121054e-12	0.000104061201683988	1.98980953739408e-14
YBR084W	1740	614	987	3.89015224096604e-61	1.74724947297164e-22	1.40453449392389e-76
YBR084C-A	8570	3206	4893	1.61976448877892e-28	2.64249510235623e-13	2.48276970093783e-38
YBR085W	50	26	47	0.00182099076944084	0.355146720006985	0.0102068334993645
YBR085C-A	211	92	126	9.98093806287758e-08	0.00070097353371872	1.46552995716839e-09
YBR086C	937	337	621	4.96950270418363e-40	1.50036395513491e-09	5.84579091215484e-42
YBR087W	239	86	155	2.00699853597657e-14	6.32931618917853e-05	3.92696645683427e-16
YBR088C	592	263	390	2.34998636471446e-15	1.82035633732318e-06	6.01062802175399e-19
YBR089C-A	167	78	114	1.00750741008884e-05	0.00947897512790666	1.47927297256847e-06
YBR090C	46	60	84	0.844991714582645	0.992817319035326	0.992834139551074
YBR091C	94	34	44	1.34719747797866e-05	0.000409644629854926	4.79152455641473e-08
YBR092C	987	378	592	1.0205620296901e-30	6.22573833226636e-13	1.17315716509213e-39
YBR093C	479	201	286	1.05725444619843e-17	1.24609542625834e-07	2.48419984059384e-22
YBR094W	306	126	203	2.60934091104013e-15	2.0838208456e-05	1.75262229538347e-17
YBR095C	134	55	72	2.2178757369678e-08	2.74508837121831e-05	8.96521323929521e-12
YBR096W	433	157	268	7.63498258775468e-17	3.47424039315932e-06	9.81182612620345e-20
YBR097W	133	47	94	4.00705243718651e-10	0.00505544894518663	3.55523895502755e-10
YBR098W	35	17	26	0.00840260378546874	0.136940607004559	0.00686319483335356
YBR101C	622	253	399	3.74646254499848e-19	1.43563491264905e-08	1.05502201885071e-24
YBR102C	222	95	119	1.45624411929492e-12	4.0108303992489e-08	1.25408556249646e-18
YBR103W	162	62	86	1.35475841074412e-10	3.08815770571986e-06	9.19815760620241e-15
YBR104W	145	63	96	2.43730696120384e-07	0.00602891128453726	4.83713040862931e-08
YBR105C	81	26	61	1.03393689737737e-06	0.0814449739034374	7.02380748128445e-06
YBR106W	2558	880	1360	7.15710996787426e-26	4.24691970854144e-16	2.11897872056584e-39
YBR108W	117	49	100	3.26348234827456e-07	0.155220267349146	1.14262070893941e-05
YBR109C	847	401	573	3.85912152170168e-12	0.000149679202797107	7.01686200495807e-14
YBR110W	223	73	137	8.02336401072811e-14	5.84234388116011e-05	9.99594257487904e-16
YBR111C	480	165	295	3.12226131662138e-19	4.89890961971117e-07	9.57219774243371e-23
YBR111W-A	74	26	60	3.24961851975032e-05	0.140754854525246	0.000168133564764045
YBR112C	536	223	381	1.28818894569717e-26	1.29289054212395e-06	1.25126542729297e-27
YBR114W	61	18	21	1.20396621387864e-06	1.607570028024e-05	1.75412923243677e-10
YBR115C	3361	1350	2053	7.8613584834717e-92	2.96548101946305e-35	4.75901849988756e-118
YBR118W	159177	59865	89216	1.61346778403389e-69	9.44088942019552e-35	4.95326696872448e-99
YBR119W	64	16	35	4.47544249738241e-07	0.00186921622807882	1.6520639291887e-08
YBR120C	72	21	33	2.2164307168185e-05	0.000565269004759997	1.05243764786538e-07
YBR121C	4084	1710	2616	6.48245533105937e-66	3.68517474449845e-22	6.73237324659481e-80
YBR122C	156	59	101	4.79546564478727e-08	0.00378286821004389	7.54625820536589e-09
YBR123C	169	59	102	1.51819941274282e-11	0.000235846084973709	3.72631743403285e-13
YBR125C	158	57	85	4.18203640768046e-09	1.04717624673835e-05	7.10157919728604e-13
YBR126C	1028	386	639	7.56024696946416e-33	2.52534746821722e-11	3.37547020707802e-39
YBR126W-A	270	115	211	2.55862358396658e-06	0.129098907610312	2.86271652900665e-05
YBR127C	5407	2240	3361	8.71502870871316e-57	3.34306956822532e-23	4.89849835707688e-74
YBR129C	96	39	32	6.68393050647376e-06	7.90175163198201e-07	4.79058419709161e-11
YBR130C	268	96	172	5.92193538416691e-15	2.60918135606415e-05	4.47549529045449e-17
YBR131W	57	31	40	0.00526243645060215	0.0780973424812995	0.0024654703293835
YBR132C	125	54	81	8.00225380473732e-07	0.000489174700774526	5.20250746769929e-09
YBR133C	163	77	120	5.28819649194474e-07	0.011229532621001	2.04108688851514e-07
YBR135W	143	63	103	3.8157543651992e-06	0.0143895755475647	1.23505700033471e-06
YBR136W	118	42	61	3.39190371368575e-09	1.96054150845584e-05	1.22433353015275e-12
YBR137W	161	75	100	2.11266377382381e-06	0.000807446383421014	2.09882427746986e-08
YBR138C	70	27	51	2.64504957961022e-05	0.0678929638118165	4.55412364600678e-05
YBR139W	337	152	216	3.24718713323477e-13	2.09936727074871e-06	3.79460805382285e-17
YBR140C	385	150	201	5.22816055354762e-22	1.03583667654006e-13	2.82026045692151e-33
YBR141C	76	25	48	2.92252393403372e-07	0.0113240414100433	1.34033515959427e-07
YBR142W	482	178	289	2.84708693361886e-24	1.30310837880898e-09	3.69739539921316e-30
YBR143C	2255	902	1378	4.40980339824948e-42	4.23293223209943e-18	1.61057917405146e-55
YBR145W	136	49	75	2.70683773105779e-09	8.01885320841826e-05	5.44828168292544e-12
YBR146W	193	66	107	3.68842464195592e-12	8.06906977304972e-06	1.47235137410969e-15
YBR149W	720	300	454	2.189260661206e-22	1.98038872550333e-08	4.28996967385289e-27
YBR150C	89	20	45	6.03980233928448e-10	0.000359901593106476	1.11575711719189e-11
YBR151W	189	93	143	3.09896511611083e-07	0.0122073821121724	1.55826732278566e-07
YBR152W	30	17	22	0.0231717995952508	0.17016767389341	0.0186273413494589
YBR153W	49	12	23	5.50403103110906e-06	0.00338101973937794	2.53316614358367e-07
YBR154C	629	233	397	9.84787246860454e-21	1.27429646807948e-08	4.844947160948e-26
YBR155W	304	122	202	5.95778090656305e-13	0.000157400439142518	1.83035369875784e-14
YBR156C	75	60	46	0.119479868412982	0.00532862608433684	0.00416429859108123
YBR157C	37	17	21	0.00792827946074267	0.0416831237380924	0.00169467721784302
YBR158W	371	133	236	3.95240336335474e-19	8.57462046398814e-06	6.64641317007559e-21
YBR159W	628	232	393	1.1662587841746e-21	2.64834631201541e-07	5.55803747371227e-25
YBR160W	193	90	102	2.15015125714912e-08	3.83796874027023e-06	9.80812488193272e-13
YBR161W	72	29	45	3.92985856503846e-05	0.010823503606593	5.02759892753428e-06
YBR162C	2713	973	1637	5.67814902530392e-53	5.60745732010498e-19	2.11637904790781e-65
YBR162W-A	402	131	287	2.66970459286659e-08	0.0127000857863946	2.86607459589405e-08
YBR163W	33	21	23	0.0583941292114693	0.0957522460682227	0.0210461558475744
YBR164C	442	188	279	1.28483752143912e-13	3.46594615245989e-06	3.36642874897797e-17
YBR165W	94	36	58	1.85378071507443e-07	0.0015174212602592	6.33352997734689e-09
YBR166C	275	98	188	2.12043205886277e-15	0.000535443681678035	1.88748446890039e-15
YBR168W	29	15	26	0.0159541437959489	0.348673132835815	0.0365556017673373
YBR169C	98	44	69	9.17079281408209e-06	0.0238193802449915	4.71491738187177e-06
YBR170C	339	141	209	2.40904432622169e-16	4.04688873929368e-07	1.39028494252022e-20
YBR171W	292	128	186	4.00294043618057e-10	0.00020682460106138	3.9051265602884e-12
YBR172C	299	103	213	1.90589603870624e-19	0.000485617609230772	2.44927424974678e-18
YBR173C	353	147	249	3.20343150323574e-10	0.00551571736769414	3.47479470357663e-10
YBR175W	118	38	70	1.65140567921269e-08	0.00190728274857734	1.32282425992093e-09
YBR176W	130	43	91	6.72085698985802e-09	0.0162602119396059	1.61602291253513e-08
YBR177C	612	226	374	1.2530261602963e-25	5.19256091013333e-10	9.18632550361383e-32
